misparmb,persons_count,c3_actual,c30_actual,c31_actual,c32_actual,c33_actual,c34_actual,c35_actual,c36_actual,c37_actual,c38_actual,c39_actual,food_actual,nonfood_actual,FoodNorm-active
74054,3,58822,3004,993,6065,4983,83,3082,1457,20342,18101,713,3997,54826,3171.3285183330
74062,3,16956,1742,199,6082,1296,117,1102,1410,1863,2367,778,1941,15015,2933.4788794581
74070,2,13701,514,896,4008,614,100,746,520,2512,3791,0,1410,12291,1982.0803239582
74088,2,19681,2871,705,4873,3147,1948,813,1239,569,2614,903,3576,16106,1982.0803239582
74096,3,15819,1718,1046,5522,817,309,0,255,4010,1541,601,2764,13055,2616.3460276248
74104,4,16650,1529,559,4972,1304,502,1353,556,1861,3549,464,2088,14561,3726.3110090413
74112,4,17361,3264,279,2955,1657,1793,491,305,2897,3454,265,3543,13817,3488.4613701663
74120,5,16853,2558,93,3768,882,124,0,631,1286,7510,0,2651,14201,5391.2584811662
74138,3,35458,2352,61,2955,2858,2401,6392,490,1222,16726,0,2413,33044,2695.6292405831
74146,3,20953,71,149,2997,842,63,946,440,4124,11049,272,220,20733,2616.3460276248
74153,8,18247,1616,843,7159,1779,205,190,6,3085,2581,784,2459,15789,6421.9402496244
74161,2,42697,14905,555,5676,2481,550,500,3290,7327,4035,3379,15460,27238,1982.0803239582
74179,4,28607,3061,919,7385,1946,69,1602,2943,9304,907,469,3980,24625,3409.1781572080
74187,3,15870,536,738,4268,1001,366,838,420,466,6676,560,1274,14595,2616.3460276248
74195,1,8593,371,42,4201,853,0,450,272,220,2184,0,413,8180,872.1153425416
74203,2,13118,959,788,5628,1234,226,0,235,1183,2765,100,1747,11371,1982.0803239582
74211,1,9130,1881,0,2894,429,177,763,1645,553,788,0,1881,7249,1189.2481943749
74229,1,11582,159,0,4254,805,167,297,1019,2596,2285,0,159,11423,872.1153425416
74237,1,15492,1209,427,4299,1452,0,0,762,4742,2212,390,1636,13857,1109.9649814166
74245,1,10967,854,299,3996,240,50,110,3011,267,697,1443,1153,9814,872.1153425416
74252,1,42367,376,617,4829,910,9073,250,723,1385,302,23901,993,41373,872.1153425416
74260,2,11160,510,662,3497,832,104,667,364,806,3697,21,1172,9988,2140.6467498748
74278,2,18920,2849,493,4396,1059,133,0,1949,399,7033,610,3342,15579,2140.6467498748
74286,5,42724,5207,0,4283,2779,607,505,2664,5381,16928,4370,5207,37517,4598.4263515829
74294,3,21791,3035,345,4383,1370,664,916,789,2042,8116,131,3380,18411,2774.9124535414
74302,2,16677,2905,654,3556,676,2398,150,4387,516,1435,0,3559,13118,1982.0803239582
74310,2,21240,3337,842,3456,778,2602,1441,292,3412,4613,467,4179,17061,1982.0803239582
74328,4,7598,1279,372,3811,517,377,0,78,0,217,948,1651,5948,3250.6117312914
74336,2,16129,2615,436,4283,714,0,0,305,150,7626,0,3051,13078,1982.0803239582
74344,1,1144,202,78,0,191,0,0,407,200,66,0,280,864,872.1153425416
74351,1,21065,2696,681,4999,3950,382,1136,4236,415,2327,243,3377,17688,872.1153425416
74369,1,9975,3688,581,3996,486,199,165,411,209,184,57,4269,5707,1109.9649814166
74377,2,16917,1085,323,4084,894,704,1145,138,1121,7247,177,1408,15510,2140.6467498748
74385,1,12027,2746,0,3896,1519,558,666,827,1034,728,53,2746,9281,1189.2481943749
74393,1,12188,1630,508,5565,1215,139,498,444,1033,164,991,2138,10049,872.1153425416
74401,2,37525,12691,2306,6911,5653,1314,170,752,619,6548,562,14997,22529,1982.0803239582
74419,5,25955,2388,188,7110,1511,205,271,694,2934,10263,391,2576,23379,4677.7095645412
74427,3,30192,5072,725,4233,1736,722,89,966,5022,7125,4502,5797,24395,3250.6117312914
74435,3,16683,2314,3161,4317,3300,414,0,954,649,1574,0,5475,11208,3171.3285183330
74443,5,23358,2682,816,5024,299,3497,0,403,7813,2592,231,3498,19859,4043.4438608746
74450,2,29542,5956,2470,5668,1731,858,0,5007,3186,2816,1849,8426,21115,1982.0803239582
74468,3,25958,2089,813,7057,5186,0,0,5251,840,4523,200,2902,23057,2854.1956664997
74476,2,17043,1059,443,5317,2133,50,902,1810,1898,3350,80,1502,15540,2061.3635369165
74484,7,12423,1290,264,3737,853,1085,1303,639,804,2036,412,1554,10869,6818.3563144160
74492,4,11547,3095,872,3456,1052,170,0,493,1739,671,0,3967,7581,3726.3110090413
74500,2,10833,1557,848,4406,897,271,574,509,714,730,327,2405,8428,1982.0803239582
74518,4,25154,5684,1076,5244,2447,452,2745,865,3463,2168,1010,6760,18394,3488.4613701663
74526,4,14006,3049,413,3450,963,255,449,106,4515,632,174,3462,10544,3171.3285183330
74534,5,16841,2409,318,4874,1048,312,120,195,4837,1806,922,2727,14114,4122.7270738330
74542,2,6130,541,365,2909,970,233,150,275,299,159,230,906,5225,2061.3635369165
74559,5,28492,3690,720,4874,817,399,0,790,4271,11772,1158,4410,24081,5074.1256293329
74567,4,10884,1441,244,3550,1097,79,1605,609,1120,1097,43,1685,9200,4043.4438608746
74575,4,19954,5457,612,3596,1289,149,610,1416,5112,1658,54,6069,13884,3171.3285183330
74583,3,14197,4360,0,3493,1212,365,0,132,2771,1700,165,4360,9838,2616.3460276248
74591,1,6290,724,345,1449,298,0,0,71,269,2275,860,1069,5222,1109.9649814166
74609,1,7550,1496,243,1798,1,0,749,171,0,2181,911,1739,5811,1109.9649814166
74617,2,14744,2787,541,2148,429,0,168,123,699,7545,304,3328,11416,2219.9299628331
74625,2,14188,4418,283,2440,1157,858,908,239,501,2772,613,4701,9488,2140.6467498748
74633,5,17206,2441,995,3932,1850,194,1376,1053,1723,2631,1011,3436,13770,5549.8249070828
74641,1,7672,0,0,2570,329,0,0,2699,1522,551,0,0,7671,1109.9649814166
74658,4,19258,4798,480,3240,2081,356,831,1683,3137,1677,975,5278,13980,3647.0277960830
74666,2,11969,3402,877,3129,939,114,1148,1242,110,1009,0,4279,7691,1982.0803239582
74674,3,19180,3879,492,2440,805,447,166,2340,2984,4190,1438,4371,14810,3171.3285183330
74682,1,5256,845,65,3079,552,65,0,171,333,145,0,910,4345,1109.9649814166
74690,4,18806,6545,1062,3009,1616,652,957,750,3279,571,365,7607,11199,3012.7620924164
74708,2,6059,567,0,2440,778,40,0,0,100,2135,0,567,5493,1982.0803239582
74716,1,5647,1012,206,2440,827,0,0,170,249,509,235,1218,4430,1109.9649814166
74724,4,16398,4081,114,2536,584,0,412,1236,4362,2956,117,4195,12203,3409.1781572080
74732,2,10141,1933,495,4048,671,131,1472,222,322,534,312,2428,7712,1982.0803239582
74740,1,6753,454,62,4044,831,73,154,431,411,247,47,516,6238,872.1153425416
74757,4,11104,711,682,2720,1649,266,1698,666,1609,1102,0,1393,9710,4202.0102867913
74765,1,4737,320,0,150,249,1305,0,80,586,1002,1046,320,4418,1109.9649814166
74773,1,6593,444,298,2445,654,2422,0,0,249,80,0,742,5850,872.1153425416
74781,2,10846,2220,113,3096,926,120,93,1797,0,1910,571,2333,8513,1982.0803239582
74799,2,6018,51,105,3006,831,0,0,479,203,1180,163,156,5862,1982.0803239582
74807,2,31812,1696,525,3932,2728,57,1377,2809,2330,16261,97,2221,29591,1982.0803239582
74815,2,4711,283,0,2207,1,0,0,622,572,1027,0,283,4429,1506.3810462082
74823,1,4332,677,570,2441,481,0,0,69,1,50,44,1247,3086,872.1153425416
74831,3,19521,1774,291,3079,901,1914,0,647,1017,8249,1649,2065,17456,3171.3285183330
74849,2,9853,2049,0,0,135,0,0,1,5751,1419,498,2049,7804,2140.6467498748
74856,9,26293,3378,408,2811,1370,833,1301,2242,3221,2252,8479,3786,22509,9117.5694902075
74864,5,18432,3006,996,1912,1322,299,972,2005,3673,3254,995,4002,14432,4836.2759904579
74872,6,13179,952,1058,3514,1239,80,120,1589,1542,1943,1142,2010,11169,6501.2234625827
74880,4,28665,2754,650,3025,1634,8591,789,419,2233,7100,1470,3404,25261,4519.1431386246
74898,5,48850,7225,1570,4302,1368,1027,4096,1604,3595,6229,17834,8795,40055,4836.2759904579
74906,4,18085,4735,2101,1927,2395,43,471,1148,2829,2036,399,6836,11248,4043.4438608746
74914,6,20108,4369,1425,3046,970,203,1019,73,3852,4270,880,5794,14313,6580.5066755411
74922,2,7762,1821,139,2150,517,233,282,529,200,1674,217,1960,5802,1982.0803239582
74930,1,5407,1197,650,1927,461,116,500,246,149,161,0,1847,3560,872.1153425416
74948,4,17449,1834,633,5344,951,43,539,342,1596,4866,1301,2467,14982,4122.7270738330
74955,4,10208,2371,645,3456,754,160,120,415,897,1389,0,3016,7191,3964.1606479163
74963,3,15703,2308,724,5316,586,373,2179,1058,2330,51,778,3032,12671,2854.1956664997
74971,3,16301,1966,26,2647,835,0,679,153,2703,6907,383,1992,14307,3567.7445831247
74989,2,15886,884,289,5495,909,183,398,82,4702,2247,698,1173,14714,2140.6467498748
74997,1,17264,420,482,5030,728,688,807,853,1483,5474,1299,902,16362,872.1153425416
75002,1,7545,296,141,4283,461,0,120,1861,339,44,0,437,7108,872.1153425416
75010,7,18203,5433,371,2909,1657,59,898,612,4031,1324,910,5804,12400,6580.5066755411
75028,3,15952,1888,1991,4905,983,450,1005,978,1304,2001,447,3879,12073,2933.4788794581
75036,8,14143,2808,445,4905,838,1837,604,226,1730,533,217,3253,10890,7531.9052310410
75044,2,13247,1321,1059,2569,1734,93,0,3386,224,1372,1489,2380,10867,1982.0803239582
75051,3,14151,2611,520,2527,1262,30,1098,744,1505,1890,1964,3131,11020,2933.4788794581
75069,4,10633,188,368,2527,1088,539,1008,756,83,3001,1075,556,10077,4122.7270738330
75077,6,10367,0,0,5918,1703,28,0,751,347,1620,0,0,10367,6184.0906107494
75085,2,5311,222,219,4283,414,0,0,134,0,40,0,441,4871,1982.0803239582
75093,4,32063,6025,1070,4415,1428,782,1335,0,484,16275,249,7095,24968,3964.1606479163
75101,4,13625,1938,513,4283,1080,95,605,0,2083,1714,1313,2451,11173,3964.1606479163
75119,2,71253,1509,950,16545,3345,0,0,12097,424,33931,2451,2459,68793,1982.0803239582
75127,4,17582,1226,558,5668,1795,2095,449,126,1609,4056,0,1784,15798,4281.2934997496
75135,3,19721,2895,268,3959,2228,160,43,3385,2973,3761,50,3163,16559,2616.3460276248
75143,2,12913,655,1126,4059,1885,0,0,718,240,2675,1556,1781,11133,1982.0803239582
75150,2,22768,1110,442,2864,2731,200,477,1798,1715,10131,1300,1552,21216,1585.6642591665
75168,2,12270,4105,34,4057,2087,0,300,1168,69,378,73,4139,8132,1982.0803239582
75176,5,11813,1675,365,3014,68,2321,0,116,1072,2658,524,2040,9773,5232.6920552495
75184,6,15369,979,842,3892,4284,0,1409,669,1937,786,572,1821,13549,6501.2234625827
75192,1,14241,1107,1116,2914,1822,33,50,985,1205,3752,1258,2223,12019,872.1153425416
75200,4,10517,2420,520,2502,1575,43,0,2344,649,421,43,2940,7577,3409.1781572080
75218,4,12967,2845,68,2502,1118,60,2106,1734,1214,760,560,2913,10054,3567.7445831247
75226,2,10497,731,1103,4666,1347,0,0,542,325,782,1001,1834,8663,1982.0803239582
75234,10,21856,5719,326,6159,2138,553,0,214,4923,264,1559,6045,15810,9355.4191290825
75242,8,14418,2449,736,4666,934,1284,0,633,2624,324,767,3185,11232,6659.7898884994
75259,5,22543,3398,919,2761,1632,253,0,1403,8444,2013,1720,4317,18226,4994.8424163745
75267,5,22617,1447,1377,1836,1061,0,0,10227,2997,3673,0,2824,19794,5470.5416941245
75275,7,18836,1464,1491,2071,4151,1309,2854,990,2381,1383,741,2955,15880,6184.0906107494
75283,1,6930,1634,423,2225,1122,835,0,597,50,1,44,2057,4874,872.1153425416
75291,5,10045,569,1207,3212,1066,681,399,0,1331,848,732,1776,8269,5311.9752682078
75309,5,9919,3539,959,2226,1226,116,0,486,226,749,392,4498,5421,4915.5592034162
75317,2,11944,3356,1434,1836,1965,2584,30,399,0,340,0,4790,7154,1982.0803239582
75325,6,20188,4032,510,2225,1295,342,4252,1216,3740,1623,952,4542,15645,5074.1256293329
75333,1,8049,1283,54,3842,747,0,0,1,249,1710,164,1337,6713,951.3985554999
75341,4,25365,4261,428,4995,1088,1168,1139,784,5576,5006,922,4689,20678,3171.3285183330
75358,2,11874,5589,647,2082,1137,0,0,218,394,51,1756,6236,5638,1982.0803239582
75366,5,8719,189,0,3767,1481,266,586,304,1837,200,90,189,8531,4994.8424163745
75374,1,10095,1397,1121,2152,696,1039,0,881,428,2381,0,2518,7577,872.1153425416
75382,4,22672,2437,25,2209,1351,8451,299,2149,3003,1890,859,2462,20211,3567.7445831247
75390,1,8139,1388,565,2714,786,946,514,565,321,297,43,1953,6186,872.1153425416
75408,1,6414,556,9,1747,376,0,0,48,1199,2480,0,565,5850,1189.2481943749
75416,4,12097,2607,869,4106,2777,0,0,366,1255,117,0,3476,8621,4043.4438608746
75424,7,29432,859,516,6165,1471,67,0,1012,17259,1415,668,1375,28057,6501.2234625827
75432,2,15669,1438,819,4764,982,501,1469,760,1451,2876,609,2257,13412,1823.5138980415
75440,2,18605,678,0,4666,885,895,1997,2,1949,7316,217,678,17927,2140.6467498748
75457,3,16442,1300,985,4666,1959,116,50,313,1052,1553,4448,2285,14157,3171.3285183330
75465,1,8435,557,134,4666,817,0,0,544,585,1068,65,691,7745,1189.2481943749
75473,8,20161,601,421,4666,1284,169,4256,167,2702,3269,2625,1022,19138,6659.7898884994
75481,7,13014,786,382,4666,1299,143,0,342,2712,322,2363,1168,11847,5232.6920552495
75499,4,11774,2736,189,3849,419,50,684,301,1392,342,1812,2925,8849,3250.6117312914
75507,4,22939,3307,326,6194,1608,772,1484,1224,4648,2230,1146,3633,19306,4043.4438608746
75515,10,18181,1782,386,4009,1205,238,1977,521,5368,1093,1602,2168,16013,8086.8877217493
75523,2,5603,1416,262,3023,486,0,319,0,0,97,0,1678,3925,1982.0803239582
75531,7,28125,4308,3043,3486,1070,516,317,320,2922,1744,10399,7351,20774,5866.9577589161
75549,15,40245,4224,1350,7753,3127,2605,4665,1779,10884,1771,2087,5574,34671,14429.5447584153
75556,9,16297,1024,395,4283,1056,67,4317,1141,3498,158,359,1419,14879,9196.8527031658
75564,8,11974,412,124,5428,2278,234,769,254,2145,150,180,536,11438,7135.4891662493
75572,2,36245,7148,0,8877,10211,0,499,1163,2604,4133,1610,7148,29097,1982.0803239582
75580,2,11713,715,203,6159,1202,0,500,100,100,2004,730,918,10795,1982.0803239582
75598,5,9757,862,959,3849,559,405,617,0,1242,737,528,1821,7937,3964.1606479163
75606,11,14389,379,217,4666,779,532,508,723,4803,249,1534,596,13794,10148.2512586657
75614,6,12787,1057,438,4666,1423,76,0,413,1492,3223,0,1495,11293,6739.0731014577
75622,2,11102,747,437,4666,902,1733,0,1214,387,965,51,1184,9918,1982.0803239582
75630,8,11098,711,47,6159,1497,133,299,335,1797,119,0,758,10339,6976.9227403327
75648,14,14110,1716,1900,1494,951,1740,480,722,3586,1479,43,3616,10495,12685.3140733322
75655,2,4609,275,234,1071,163,0,398,134,228,2107,0,509,4101,1982.0803239582
75663,1,8885,640,207,6159,805,0,0,231,0,479,364,847,8038,872.1153425416
75671,5,19291,1664,1140,6242,840,351,1086,920,1606,4946,496,2804,16487,5311.9752682078
75689,6,12694,2268,863,4666,1122,201,800,452,1750,120,451,3131,9562,4677.7095645412
75697,4,15201,1780,1042,4666,1944,0,0,1694,1464,1785,826,2822,12379,3805.5942219997
75705,5,14743,837,339,4666,448,6071,847,30,1266,141,99,1176,13568,4043.4438608746
75713,2,13941,3106,303,6159,818,0,380,385,525,1396,868,3409,10531,1982.0803239582
75721,6,15650,3543,782,3849,1182,0,1071,527,2237,1619,841,4325,11326,5866.9577589161
75739,5,16633,4640,862,3194,625,20,1061,1783,1408,2822,217,5502,11130,5074.1256293329
75747,3,11794,1108,0,4666,1584,117,1368,303,788,997,864,1108,10687,2695.6292405831
75754,4,7225,509,365,3849,665,77,699,177,545,154,186,874,6352,3329.8949442497
75762,1,4296,0,0,3849,120,117,0,1,0,210,0,0,4297,1109.9649814166
75770,2,11009,2316,421,2689,658,329,500,687,0,3317,93,2737,8273,2061.3635369165
75788,5,9981,315,167,4283,1018,90,0,206,3231,490,180,482,9498,3726.3110090413
75796,2,11210,1481,155,3337,894,235,1006,979,1568,1343,211,1636,9573,1823.5138980415
75804,2,28326,742,291,6363,2037,0,0,1873,799,15722,499,1033,27293,1982.0803239582
75812,7,17067,4059,412,6159,2199,127,280,1,379,3451,0,4471,12596,7373.3388051243
75820,3,70108,3869,1296,8664,8312,20528,0,6042,2276,15920,3202,5165,64944,3171.3285183330
75838,1,17594,1044,578,4666,1169,33,60,1709,532,7243,560,1622,15972,872.1153425416
75846,3,16074,1777,1059,4396,7710,0,0,534,210,259,130,2836,13239,3171.3285183330
75853,2,50326,7101,295,4822,1261,69,0,100,234,36443,0,7396,42929,1982.0803239582
75861,4,28428,4469,394,5976,1670,50,0,155,5540,9531,642,4863,23564,3250.6117312914
75879,1,11180,2433,169,5192,392,200,200,133,999,899,564,2602,8579,951.3985554999
75887,2,11413,1815,717,2595,887,0,1266,748,1186,1520,679,2532,8881,2061.3635369165
75895,4,33844,4152,1418,7017,1461,60,499,1764,10680,809,5983,5570,28273,3488.4613701663
75903,1,9194,1525,539,4116,818,1044,0,149,254,484,264,2064,7129,872.1153425416
75911,2,10538,2508,0,6394,497,27,0,463,78,153,420,2508,8032,1902.7971109998
75929,1,12764,2008,277,3511,483,0,217,1639,3072,1247,312,2285,10481,872.1153425416
75937,2,19057,3486,103,5289,563,178,210,802,2043,6383,0,3589,15468,2140.6467498748
75945,4,20553,4029,43,5072,1536,1551,673,470,3654,2963,561,4072,16480,3488.4613701663
75952,2,17871,4022,851,4997,1153,410,0,73,450,5624,291,4873,12998,1982.0803239582
75960,6,23450,4296,1120,4905,2102,73,0,1871,7178,1299,605,5416,18033,6501.2234625827
75978,5,13307,1946,415,4289,1273,110,0,0,4392,662,221,2361,10947,3805.5942219997
75986,4,31583,962,788,4449,1872,1095,2042,2121,2211,14759,1283,1750,29832,4202.0102867913
75994,6,7986,1119,890,3200,1476,158,230,457,60,280,116,2009,5977,6025.5241848328
76000,1,3696,291,195,2192,425,0,0,332,0,261,0,486,3210,872.1153425416
76018,7,45024,580,436,1612,1395,931,4485,456,3948,25388,5793,1016,44008,6421.9402496244
76026,3,12695,3851,665,1927,1182,1026,928,233,449,1816,619,4516,8180,2695.6292405831
76034,2,10180,1979,1159,1899,2347,0,250,536,0,1161,850,3138,7043,1982.0803239582
76042,4,13506,1536,381,4123,1672,1017,0,953,2623,896,306,1917,11590,3488.4613701663
76059,2,7213,954,586,2897,225,0,249,1321,359,622,0,1540,5673,1982.0803239582
76067,5,30913,919,229,3988,1833,17,0,391,8512,14375,650,1148,29766,4360.5767127079
76075,4,9603,1084,260,2870,717,0,100,492,0,3029,1049,1344,8257,4360.5767127079
76083,2,6744,2422,455,2320,742,0,0,665,0,140,0,2877,3867,1982.0803239582
76091,2,5343,1169,168,260,786,1998,280,181,223,229,50,1337,4007,1823.5138980415
76109,2,16948,3500,2559,2870,1187,0,533,199,127,2644,3329,6059,10889,1982.0803239582
76117,5,13618,4291,357,1843,985,0,300,812,3211,1542,275,4648,8968,5708.3913329995
76125,5,16346,3903,1487,1960,945,366,829,0,1672,4122,1062,5390,10956,5074.1256293329
76133,5,36091,4617,1273,3233,3610,807,1494,1738,5075,10283,3961,5890,30201,5311.9752682078
76141,5,18382,2937,883,2963,1413,86,400,1131,5635,2432,502,3820,14562,5708.3913329995
76158,2,14462,1664,80,2536,2588,0,0,527,2318,4678,72,1744,12719,1823.5138980415
76166,2,9679,3294,1241,1996,1329,151,0,714,112,843,0,4535,5145,1982.0803239582
76174,4,30096,5224,1450,2565,1714,4376,3903,1160,187,9518,0,6674,23423,4043.4438608746
76182,4,18425,1511,1155,2218,1041,2833,0,1362,618,6919,768,2666,15759,4122.7270738330
76190,6,23071,1645,17,2226,2744,193,130,1947,3685,9939,544,1662,21408,4994.8424163745
76208,4,16999,4629,474,2565,1568,406,666,153,73,6168,297,5103,11896,3884.8774349580
76216,10,31293,3432,756,3613,8293,1812,304,313,1756,9926,1088,4188,27105,9276.1359161242
76224,3,7671,1245,179,3793,948,0,0,508,0,582,416,1424,6247,3171.3285183330
76232,6,11156,794,443,3613,1281,110,1936,1519,0,1134,325,1237,9918,5232.6920552495
76240,3,15537,3692,891,3613,3136,1092,65,1059,1205,360,424,4583,10954,2854.1956664997
76257,6,6068,434,0,3613,677,0,0,128,969,100,147,434,5634,5470.5416941245
76265,7,23347,8344,1462,3613,1366,331,44,119,823,7247,0,9806,13543,6976.9227403327
76273,1,4110,1352,265,1732,100,117,220,280,44,1,0,1617,2494,872.1153425416
76281,11,15177,4399,945,2201,579,411,2981,208,445,1228,1778,5344,9831,8483.3037865409
76299,5,13166,4764,958,3613,1834,263,585,566,432,21,130,5722,7444,4756.9927774996
76307,7,29120,5299,590,2002,4260,5431,0,632,2685,4461,3761,5889,23232,7135.4891662493
76315,5,15245,2435,673,2002,1467,1117,847,1049,1005,4551,100,3108,12138,5232.6920552495
76323,4,8265,525,148,1649,1034,0,0,0,2066,1802,1042,673,7593,4122.7270738330
76331,4,7410,1206,399,1649,1275,0,0,116,964,1450,350,1605,5804,3567.7445831247
76349,3,11990,3147,886,2638,446,733,149,2816,0,1175,0,4033,7957,2854.1956664997
76356,7,20729,5105,330,2638,1868,916,697,516,2614,5524,521,5435,15294,6580.5066755411
76364,4,11112,2301,556,2002,1738,0,498,714,1264,1171,868,2857,8255,3171.3285183330
76372,8,16264,1344,2645,4076,1566,639,988,493,0,3782,731,3989,12275,6818.3563144160
76380,9,13994,1549,31,4076,4180,200,548,249,107,2796,260,1580,12416,9434.7023420408
76398,6,12096,1284,659,1732,2192,1548,679,0,0,1981,2021,1943,10153,6818.3563144160
76406,8,67602,3095,1579,2201,3703,4156,1731,1422,13813,9955,25948,4674,62929,8007.6045087909
76414,5,16269,2844,1149,4076,1650,217,918,0,828,3855,731,3993,12275,4677.7095645412
76422,6,42708,2689,1084,4076,2646,499,799,3331,4111,23473,0,3773,38935,6342.6570366661
76430,8,29731,7821,390,2888,3407,1431,2351,1750,1016,6470,2207,8211,21520,7531.9052310410
76448,2,16081,2059,434,1733,4494,216,449,4976,830,180,709,2493,13587,1982.0803239582
76455,2,12482,2325,1088,1733,1689,153,0,537,166,2697,2096,3413,9071,2061.3635369165
76463,5,22692,10321,1886,1733,2414,1148,2315,559,1416,899,0,12207,10484,5311.9752682078
76471,1,5962,529,117,1733,2891,123,190,129,0,250,0,646,5316,872.1153425416
76489,3,20186,2361,520,4890,2133,50,1578,714,3699,4018,224,2881,17306,2616.3460276248
76497,3,15489,1582,245,4136,1537,46,1810,230,3227,2591,86,1827,13663,2616.3460276248
76505,5,20811,107,63,5487,977,461,2105,2498,2262,6116,735,170,20641,5153.4088422912
76513,4,17525,1726,769,5638,2068,1270,949,595,2627,1624,260,2495,15031,3171.3285183330
76521,5,15281,2530,483,5612,2062,222,849,797,1592,828,306,3013,12268,5153.4088422912
