misparmb,persons_count,c3_actual,c30_actual,c31_actual,c32_actual,c33_actual,c34_actual,c35_actual,c36_actual,c37_actual,c38_actual,c39_actual,food_actual,nonfood_actual,FoodNorm-active
46136,3,6961,850,0,1896,422,0,82,94,380,2501,736,850,6111,2695.6292405831
46144,1,8948,1882,458,2568,950,910,211,135,0,925,908,2340,6607,872.1153425416
46151,2,8887,1873,463,2106,740,181,582,110,0,1667,1164,2336,6550,2140.6467498748
46169,3,7304,1098,577,1805,453,0,211,0,1933,788,439,1675,5629,2616.3460276248
46177,2,146583,808,594,2512,629,1031,0,138,988,408,139475,1402,145181,1982.0803239582
46185,2,20405,933,22,2512,578,0,0,220,132,15855,153,955,19450,1823.5138980415
46193,2,4129,925,0,1505,385,283,182,9,80,760,0,925,3204,2378.4963887498
46201,2,14279,3168,347,2307,155,1531,200,0,43,5866,662,3515,10764,2140.6467498748
46219,2,30214,3334,1254,4364,3545,0,1102,2253,170,14070,122,4588,25626,1982.0803239582
46227,2,36958,3595,392,5211,3697,0,220,995,1139,21503,207,3987,32972,1982.0803239582
46235,6,15904,1955,473,4120,2473,70,0,267,1609,4562,375,2428,13476,6184.0906107494
46243,4,15705,944,79,2006,940,626,439,769,6494,3384,25,1023,14683,3329.8949442497
46250,2,14052,1504,201,2790,722,3006,401,3830,1024,377,197,1705,12347,1982.0803239582
46268,4,5511,304,163,2790,970,207,0,209,178,690,0,467,5044,4043.4438608746
46276,2,3923,450,130,2146,242,43,30,590,228,62,0,580,3341,1982.0803239582
46284,1,1693,288,37,1103,165,0,0,0,26,74,0,325,1368,1109.9649814166
46292,4,16766,3744,248,2797,819,55,0,1217,2932,4601,353,3992,12774,3567.7445831247
46300,2,12944,2392,1001,5050,938,43,233,263,2180,552,292,3393,9551,2061.3635369165
46318,6,28501,5257,1528,4394,1949,234,74,794,1831,10591,1848,6785,21715,5549.8249070828
46326,4,19041,1199,806,4022,1156,238,150,468,3452,6818,732,2005,17036,3488.4613701663
46334,5,16438,1181,69,2300,913,110,1217,1066,5267,2145,2169,1250,15187,3805.5942219997
46342,2,13235,2864,169,2737,696,65,40,3951,1763,612,336,3033,10200,1982.0803239582
46359,5,36131,4421,725,5069,1095,3827,280,941,5963,9184,4626,5146,30985,3964.1606479163
46367,1,8737,1555,585,2653,565,478,415,311,162,1935,78,2140,6597,872.1153425416
46375,1,4638,2310,494,331,274,53,0,555,119,501,0,2804,1833,872.1153425416
46383,5,17260,3614,82,5118,2553,210,0,671,2597,2414,0,3696,13563,4598.4263515829
46391,2,14260,1697,447,5021,2941,134,116,1544,769,1374,217,2144,12116,1982.0803239582
46409,1,14210,1090,949,5103,1414,0,0,2116,601,2554,382,2039,12170,872.1153425416
46417,2,10220,1639,454,2802,551,0,502,179,230,3086,777,2093,8127,2061.3635369165
46425,3,15863,1779,457,5144,2187,73,502,654,1079,3879,110,2236,13628,3171.3285183330
46433,3,6455,1505,395,1990,572,337,192,146,387,299,630,1900,4553,2854.1956664997
46441,2,7446,969,148,2653,2302,57,0,788,142,386,0,1117,6328,1744.2306850832
46458,5,21409,4639,1548,4960,1291,690,305,354,2631,4293,698,6187,15222,4756.9927774996
46466,4,8222,1756,437,2200,693,1696,0,82,811,408,139,2193,6029,3171.3285183330
46474,3,15210,2719,563,3442,1288,181,881,561,2192,3050,333,3282,11928,2695.6292405831
46482,4,21385,2615,564,2653,678,2110,551,226,7635,1149,3206,3179,18208,3329.8949442497
46490,2,7658,1447,134,2635,768,39,118,107,1082,1286,43,1581,6078,1585.6642591665
46508,2,10515,2575,0,3196,1009,130,65,718,334,1259,1229,2575,7940,1982.0803239582
46516,3,20258,1531,239,4725,1786,3340,0,5186,1241,2210,0,1770,18488,2854.1956664997
46524,4,10714,2200,248,2808,675,585,577,204,1403,2013,0,2448,8265,3964.1606479163
46532,5,19493,1445,370,4974,2671,1823,2085,1213,2002,1607,1304,1815,17679,4994.8424163745
46540,1,7367,1844,302,2457,800,0,0,574,146,1176,67,2146,5220,872.1153425416
46557,4,25997,2622,686,6653,872,3750,699,769,1580,8005,360,3308,22688,3964.1606479163
46565,5,39498,4982,584,4848,2159,2468,0,691,1991,13316,8458,5566,33931,4598.4263515829
46573,5,15001,3445,434,3331,1464,287,140,845,3304,1023,728,3879,11122,3964.1606479163
46581,5,14744,2980,2066,3511,1307,0,60,0,2160,2305,355,5046,9698,4519.1431386246
46599,1,12292,1661,403,4368,1155,422,481,292,369,1158,1981,2064,10226,872.1153425416
46607,1,8144,1401,327,3549,594,13,201,203,333,1190,332,1728,6415,872.1153425416
46615,2,16441,1544,852,4416,1358,87,100,2844,883,4209,147,2396,14044,1982.0803239582
46623,2,8781,274,0,5216,601,0,651,97,883,609,451,274,8508,2378.4963887498
46631,2,11197,3135,58,4900,500,0,201,412,190,1715,86,3193,8004,2140.6467498748
46649,1,7071,704,0,4200,605,398,201,48,393,250,272,704,6367,1189.2481943749
46656,4,14225,1162,103,4201,461,989,261,212,5448,1240,148,1265,12960,3171.3285183330
46664,2,10079,971,269,3600,715,152,421,815,220,2916,0,1240,8839,2140.6467498748
46672,5,23657,3532,773,7550,2003,51,0,1634,4345,3550,217,4305,19350,5074.1256293329
46680,2,10057,526,102,4875,1024,0,0,881,1009,1580,60,628,9429,1982.0803239582
46698,2,16524,2808,763,3066,1345,0,1043,1864,2954,884,1798,3571,12954,1982.0803239582
46706,1,14814,4540,868,3025,1904,116,0,444,162,2889,866,5408,9406,1109.9649814166
46714,6,28040,6771,2334,4445,2840,1260,328,620,1750,6956,736,9105,18935,6342.6570366661
46722,6,23603,735,448,4445,2796,1688,435,2410,2820,2566,5261,1183,22421,6263.3738237078
46730,2,9601,1492,493,3410,511,0,0,1,699,2995,0,1985,7616,2140.6467498748
46748,1,9087,582,0,1896,486,226,580,1381,641,799,2496,582,8505,872.1153425416
46755,1,3686,759,26,1900,173,0,0,0,0,828,0,785,2901,1109.9649814166
46763,3,8630,1807,0,1470,112,88,878,175,2461,1114,524,1807,6822,3012.7620924164
46771,5,16219,5717,768,1498,456,143,702,632,1202,4872,229,6485,9734,5311.9752682078
46789,7,10414,5567,391,1843,98,167,30,307,417,500,1095,5958,4457,7056.2059532910
46797,2,14016,1199,739,1843,814,67,1460,507,745,5934,709,1938,12079,1744.2306850832
46805,6,8300,1341,244,2036,1285,730,0,252,1011,1119,282,1585,6715,6263.3738237078
46813,5,14392,1516,309,2036,1295,177,963,141,204,6188,1564,1825,12568,5074.1256293329
46821,6,7021,1212,348,2036,842,1003,0,124,895,502,59,1560,5461,5946.2409718745
46839,6,23402,7008,238,2541,1882,269,3732,1182,300,5243,1006,7246,16155,5708.3913329995
46847,7,16730,2577,1091,2565,2001,0,0,1907,3276,3210,104,3668,13063,7531.9052310410
46854,3,10198,3559,682,3880,520,0,401,395,180,581,0,4241,5957,2854.1956664997
46862,4,9134,2512,1106,2407,770,52,0,366,61,1579,281,3618,5516,3409.1781572080
46870,2,10542,2652,760,2218,934,654,150,0,1277,1670,226,3412,7129,1982.0803239582
46888,3,13419,1130,587,2565,1304,535,2738,230,0,3921,411,1717,11704,3250.6117312914
46896,3,4547,0,174,2565,575,451,80,0,0,702,0,174,4373,3171.3285183330
46904,4,12995,2298,355,780,842,3506,605,100,2904,403,1202,2653,10342,2854.1956664997
46912,6,14327,5324,750,2164,698,0,0,358,2730,617,1685,6074,8252,5866.9577589161
46920,6,24109,9423,325,2539,2090,1203,0,1498,3081,2691,1258,9748,14360,5232.6920552495
46938,1,1939,798,395,194,208,110,0,0,185,49,0,1193,746,872.1153425416
46946,5,25205,4635,487,4882,1686,481,2039,1214,1330,8326,126,5122,20084,5074.1256293329
46953,5,43410,11851,442,4722,3219,5879,3142,1035,3208,3040,6871,12293,31116,4360.5767127079
46961,5,25881,330,0,4797,1671,7009,1785,2145,4034,988,3122,330,25551,4360.5767127079
46979,4,11949,823,0,2539,707,855,1505,1262,388,1902,1969,823,11127,4202.0102867913
46987,8,8381,1683,515,2665,664,116,511,293,1180,80,673,2198,6182,6818.3563144160
46995,5,8235,554,239,2722,1254,194,1033,118,1062,328,731,793,7442,4202.0102867913
47001,2,11923,816,246,6018,1593,130,87,342,388,1969,335,1062,10862,1744.2306850832
47019,3,21831,414,111,4859,12202,980,502,1159,239,1249,118,525,21308,3171.3285183330
47027,4,45626,4137,216,9330,1028,0,160,1008,2255,4062,23430,4353,41273,3647.0277960830
47035,4,17888,1632,2036,6201,1804,52,0,706,3079,1606,770,3668,14218,3488.4613701663
47043,2,10999,270,1155,4016,501,0,0,537,140,4379,0,1425,9573,1982.0803239582
47050,2,14904,2416,273,6159,1378,0,0,1549,1443,1587,100,2689,12216,1982.0803239582
47068,5,28326,1121,213,6159,2746,0,502,212,5048,12326,0,1334,26993,4519.1431386246
47076,3,10832,945,427,3210,1215,91,170,932,2619,748,476,1372,9461,3092.0453053747
47084,1,12074,224,0,7142,291,0,200,1081,122,3013,0,224,11849,872.1153425416
47092,1,7477,171,148,4666,947,0,451,578,133,73,311,319,7159,872.1153425416
47100,4,17028,1255,715,6259,2435,70,0,662,3564,1540,528,1970,15058,3567.7445831247
47118,4,11276,2337,381,4663,1493,0,70,1011,1200,121,0,2718,8558,4122.7270738330
47126,4,10884,840,180,3039,949,0,602,594,3200,863,617,1020,9864,3409.1781572080
47134,1,6899,0,0,4470,597,0,0,919,614,248,51,0,6899,872.1153425416
47142,2,3431,1013,406,0,11,1097,0,48,0,813,43,1419,2012,2140.6467498748
47159,3,14734,1147,956,4470,3886,1519,0,422,1388,946,0,2103,12631,3171.3285183330
47167,2,2653,833,282,664,252,0,0,186,1,435,0,1115,1538,1744.2306850832
47175,2,19449,3166,938,3679,1571,3008,200,1963,1418,1860,1645,4104,15344,1982.0803239582
47183,1,6219,187,0,2543,449,0,361,1211,198,1237,33,187,6032,872.1153425416
47191,1,8828,1221,249,2400,996,150,1404,747,156,1304,200,1470,7357,872.1153425416
47209,4,23729,6321,1672,2036,860,552,4814,500,0,3367,3607,7993,15736,4360.5767127079
47217,2,8346,2555,521,1454,1517,50,321,1772,0,90,65,3076,5269,1982.0803239582
47225,4,3756,880,377,621,620,0,0,0,995,196,65,1257,2497,3884.8774349580
47233,2,6649,2420,456,2204,559,43,172,59,0,353,383,2876,3773,1982.0803239582
47241,1,4218,417,87,1960,546,856,53,0,0,60,239,504,3714,872.1153425416
47258,1,11221,1241,377,1960,2884,608,1345,300,0,1422,1085,1618,9604,872.1153425416
47266,1,4058,17,87,2870,444,84,0,0,0,556,0,104,3954,872.1153425416
47274,2,10142,2008,930,2218,1378,0,350,435,261,2564,0,2938,7206,2061.3635369165
47282,2,16425,5143,565,1527,1164,0,2508,319,0,4288,913,5708,10719,1982.0803239582
47290,6,18020,2054,1384,2036,711,344,2688,755,5219,871,1959,3438,14583,5946.2409718745
47308,3,15510,4545,282,2036,1090,87,0,0,0,2169,5301,4827,10683,3012.7620924164
47316,3,8655,1645,345,2036,1131,388,0,119,117,802,2073,1990,6666,2695.6292405831
47324,8,40349,12779,2181,1527,2252,1336,1003,597,5803,8803,4067,14960,25388,6421.9402496244
47332,4,22437,3211,1586,2036,380,2171,9699,1144,1651,233,326,4797,17640,3964.1606479163
47340,6,20232,5036,834,2036,1836,378,0,0,322,1534,8256,5870,14362,5708.3913329995
47357,2,7824,1317,527,3500,656,217,201,0,858,549,0,1844,5981,1982.0803239582
47365,2,8901,1020,68,3240,898,78,0,452,362,2522,260,1088,7812,1982.0803239582
47373,1,18828,1056,967,3448,1626,0,211,816,1436,9192,76,2023,16805,872.1153425416
47381,3,22291,3172,221,3500,1450,398,1434,5108,1653,4331,1024,3393,18898,3171.3285183330
47399,7,30593,3478,1413,3436,4913,3385,569,706,5191,5085,2418,4891,25703,5311.9752682078
47407,4,33401,3043,1248,5785,2977,4076,3798,2908,4096,4226,1244,4291,29110,3329.8949442497
47415,4,18570,1907,0,482,1401,57,772,1139,4509,7887,415,1907,16662,3409.1781572080
47423,5,15416,2648,0,4800,868,100,0,557,4203,1752,486,2648,12766,3964.1606479163
47431,1,4162,0,0,2307,550,0,0,0,35,1270,0,0,4162,1189.2481943749
47449,6,14819,3052,306,4219,820,671,0,786,3193,1636,137,3358,11462,4994.8424163745
47456,3,14920,3289,361,3183,788,329,1161,1614,2572,1011,614,3650,11272,2457.7796017081
47464,3,27910,4420,724,3570,836,76,129,5537,2844,9054,720,5144,22766,2933.4788794581
47472,3,14348,469,544,3500,1325,263,0,935,2693,2967,1651,1013,13334,2854.1956664997
47480,2,11077,2343,790,3183,923,40,271,242,739,2546,0,3133,7944,1982.0803239582
47498,4,8718,189,338,4219,666,100,388,496,821,1359,142,527,8191,3805.5942219997
47506,2,12106,1147,713,5396,1797,1602,0,722,75,367,288,1860,10247,1982.0803239582
47514,3,16176,1651,686,4353,2017,43,126,497,650,5417,736,2337,13839,3250.6117312914
47522,3,8449,292,0,5176,2034,0,0,386,450,111,0,292,8157,2854.1956664997
47530,5,40047,9206,287,5343,3475,148,80,456,8979,10472,1602,9493,30555,4519.1431386246
47548,3,16800,4804,643,4254,1194,170,0,424,2693,1455,1164,5447,11354,2616.3460276248
47555,4,20535,5032,276,4375,1576,266,670,603,2325,4629,783,5308,15227,4043.4438608746
47563,4,8391,2733,379,1144,791,594,250,63,1079,452,905,3112,5278,2774.9124535414
47571,2,5745,985,479,3097,886,39,0,0,208,50,0,1464,4280,2061.3635369165
47589,4,3657,786,61,2000,459,0,0,0,0,351,0,847,2810,3488.4613701663
47597,6,21164,1640,1547,5397,2004,2751,1171,1663,250,4317,425,3187,17978,6025.5241848328
47605,2,15737,4360,725,3339,911,1698,0,314,2674,1715,0,5085,10651,2140.6467498748
47613,3,8896,1051,1410,3097,1020,336,109,311,0,460,1102,2461,6435,2933.4788794581
47621,4,36391,3622,488,5397,2346,3752,4738,1889,240,13918,0,4110,32280,4439.8599256663
47639,4,14560,5471,494,4500,1060,0,0,357,870,558,1251,5965,8596,4360.5767127079
47647,5,27268,2105,60,5397,1462,0,1909,3909,1663,10503,261,2165,25104,5074.1256293329
47654,1,8609,1191,430,3097,537,0,699,1286,218,65,1086,1621,6988,872.1153425416
47662,1,11968,925,748,4701,827,1156,783,148,420,2117,143,1673,10295,872.1153425416
47670,2,14852,2398,689,7239,1274,0,301,943,815,994,199,3087,11765,1982.0803239582
47688,6,28629,4079,1464,6056,3643,2119,0,284,6278,4112,595,5543,23087,6342.6570366661
47696,2,26431,3129,491,7138,2721,214,1302,4021,3477,1742,2196,3620,22811,1823.5138980415
47704,3,8600,1060,261,3728,966,0,201,102,429,1853,0,1321,7279,2933.4788794581
47712,3,10666,738,403,4132,1310,0,0,1486,584,2014,0,1141,9526,2854.1956664997
47720,4,11855,1200,526,3006,331,0,0,307,4255,1609,622,1726,10130,3171.3285183330
47738,2,29807,3698,630,2890,2120,4284,6549,3990,3250,1928,468,4328,25479,1982.0803239582
47746,5,16219,219,20,5265,1764,0,597,561,3343,4401,50,239,15981,4519.1431386246
47753,5,23356,3169,1559,5139,2096,128,0,325,8156,2560,225,4728,18629,5311.9752682078
47761,3,28590,4977,487,5139,2121,109,667,469,1533,12958,130,5464,23126,3171.3285183330
47779,5,23407,2816,1168,4451,2247,532,393,981,3052,6461,1306,3984,19423,5232.6920552495
47787,4,33234,1690,265,5054,2158,141,532,408,1004,20676,1306,1955,31279,3409.1781572080
47795,5,34666,7125,881,4669,4008,339,536,1292,5451,9281,1082,8006,26658,4836.2759904579
47803,3,16789,3389,564,4136,1223,3084,1140,1632,703,354,564,3953,12836,2854.1956664997
47811,1,11782,1758,332,4186,738,30,110,429,975,3223,0,2090,9691,1189.2481943749
47829,3,5138,780,212,3459,508,0,0,74,0,105,0,992,4146,2933.4788794581
47837,1,4522,250,0,3119,395,0,500,0,1,51,207,250,4273,1189.2481943749
47845,5,23811,2615,532,6320,2120,157,0,810,3993,6859,405,3147,20664,4519.1431386246
47852,4,22948,1743,0,5997,3149,1705,401,1958,1546,4705,1743,1743,21204,4360.5767127079
47860,3,14651,1505,511,4345,634,74,0,426,1838,1951,3368,2016,12636,3092.0453053747
47878,4,30022,1107,475,6031,2880,31,0,2298,2163,2616,12421,1582,28440,4122.7270738330
47886,4,25249,5427,591,4497,2577,365,511,1646,2304,6313,1020,6018,19233,3805.5942219997
47894,4,16315,2047,0,3677,1219,80,0,450,5198,3518,126,2047,14268,3329.8949442497
47902,6,35226,2190,0,5063,1872,726,360,960,4098,12410,7547,2190,33036,5866.9577589161
47910,8,22763,5373,2115,5425,784,2071,100,422,4256,1259,957,7488,15274,8562.5869994992
47928,6,12455,1546,269,3497,1186,867,1392,187,2812,397,302,1815,10640,6104.8073977911
47936,6,14662,1048,559,4255,683,650,0,536,3043,2885,1004,1607,13056,4915.5592034162
47944,6,48869,5002,812,5654,8238,1324,2300,5993,8489,10462,596,5814,43056,5232.6920552495
47951,4,14197,942,1556,6822,1324,0,100,336,791,2327,0,2498,11700,3567.7445831247
47969,2,10973,1520,512,4012,184,816,0,1366,1392,1172,0,2032,8942,2061.3635369165
47977,3,9915,1266,218,3611,1146,0,0,283,1505,1690,196,1484,8431,3250.6117312914
47985,1,5812,729,195,3640,771,27,0,197,130,49,73,924,4887,1109.9649814166
47993,2,11535,1846,1156,3326,933,104,0,0,141,1800,2228,3002,8532,1982.0803239582
48009,2,7487,459,299,3302,885,148,0,142,245,1911,95,758,6728,1982.0803239582
48017,5,19138,2495,602,4387,2581,1336,1017,836,1063,4276,547,3097,16043,4043.4438608746
48025,4,24234,2146,580,5624,2578,1103,0,1993,531,9318,361,2726,21508,4360.5767127079
48033,3,23300,6720,337,5612,1393,17,1023,962,3530,3297,409,7057,16243,3250.6117312914
48041,1,8502,1466,492,4136,779,90,0,867,250,284,137,1958,6543,872.1153425416
48058,5,18364,1944,0,4286,1157,668,400,396,6808,2392,312,1944,16419,3964.1606479163
48066,4,13103,1319,493,3750,918,55,325,622,3980,1580,60,1812,11290,3329.8949442497
48074,1,5953,2031,670,1700,257,119,341,369,200,85,182,2701,3253,872.1153425416
48082,2,7934,1949,218,2511,364,783,0,451,351,1307,0,2167,5767,1982.0803239582
48090,3,15457,1195,478,2612,695,1302,100,153,2895,5290,737,1673,13784,3171.3285183330
48108,3,18504,5058,1395,3240,2057,40,1904,269,60,4035,446,6453,12051,3171.3285183330
48116,4,9641,789,591,2700,896,0,211,85,1400,2255,715,1380,8262,3171.3285183330
48124,4,12753,1338,579,4182,1003,64,861,105,2160,1091,1372,1917,10838,3171.3285183330
48132,5,9872,0,0,3567,1172,13,150,114,1318,3537,0,0,9871,3884.8774349580
48140,2,4947,1285,398,1103,556,136,0,1181,0,289,0,1683,3265,1982.0803239582
48157,1,7927,983,267,3567,820,100,0,8,418,654,1110,1250,6677,872.1153425416
48165,7,18267,1484,79,2627,1085,0,2004,4427,855,5183,523,1563,16704,6976.9227403327
48173,6,7065,466,431,3240,718,27,651,870,160,501,0,897,6167,5708.3913329995
48181,2,30229,5880,460,3310,1659,1908,498,1860,0,13920,733,6340,23888,2061.3635369165
48199,4,17554,3079,115,2708,1474,888,952,1475,1109,4477,1277,3194,14360,3409.1781572080
48207,6,26167,2583,205,3296,2163,50,170,1094,9251,6825,530,2788,23379,5074.1256293329
48215,5,24794,1755,986,3274,928,373,8903,635,4391,1394,2155,2741,22053,4994.8424163745
48223,1,7597,3127,374,2508,572,139,0,0,150,727,0,3501,4096,872.1153425416
48231,3,17996,1990,187,3240,756,3283,0,304,4075,3965,196,2177,15819,2695.6292405831
48249,4,19387,3050,1078,3247,1688,487,409,958,3674,3319,1476,4128,15258,3647.0277960830
48256,3,21012,3556,1109,4790,1464,268,1561,561,417,5128,2157,4665,16346,2933.4788794581
48264,4,34718,16564,1802,4842,2012,112,0,312,1398,5525,2151,18366,16352,4281.2934997496
48272,4,18020,1816,0,4500,1369,80,451,123,3221,5459,1000,1816,16203,3250.6117312914
48280,6,12328,1651,621,5166,1018,361,0,265,2150,897,200,2272,10057,6421.9402496244
48298,10,8416,1171,96,4040,1407,0,0,247,1238,125,90,1267,7147,8562.5869994992
48306,6,11843,978,104,4113,1164,316,0,2249,2186,467,265,1082,10760,4994.8424163745
48314,6,14991,709,259,3518,698,310,65,4394,2984,1251,803,968,14023,4836.2759904579
48322,2,15454,1265,421,4500,1035,117,292,2550,245,4949,81,1686,13769,1744.2306850832
48330,6,19774,1713,132,6061,1266,1571,139,3455,4003,1434,0,1845,17929,5549.8249070828
48348,2,21140,1231,1047,6561,2909,187,100,3079,3003,2715,307,2278,18861,1982.0803239582
48355,1,5372,399,0,3500,430,0,74,435,0,370,165,399,4974,872.1153425416
48363,2,27722,3098,433,3971,1075,187,0,435,4262,14260,0,3531,24190,1982.0803239582
48371,1,13939,2162,1008,3849,1561,66,832,1398,1160,1685,218,3170,10769,1109.9649814166
48389,4,17384,2251,383,7322,1521,100,444,291,1209,3281,583,2634,14751,3726.3110090413
48397,1,3629,504,278,1800,400,0,40,0,0,50,556,782,2846,1109.9649814166
48405,1,16282,2991,282,4509,945,100,351,1733,833,3597,940,3273,13008,1109.9649814166
48413,2,14534,704,64,6219,2112,0,0,1331,240,2480,1384,768,13766,1982.0803239582
48421,9,7550,610,523,3849,1250,0,519,0,599,201,0,1133,6418,8800.4366383742
48439,6,27065,5842,744,4144,2641,185,4840,828,4250,3255,337,6586,20480,5866.9577589161
48447,1,9110,855,305,3000,493,1577,0,720,180,1568,411,1160,7949,1109.9649814166
48454,5,18307,5594,232,4286,2183,50,321,385,2870,2298,87,5826,12480,5074.1256293329
48462,5,9676,877,620,3417,667,90,0,1186,2295,525,0,1497,8180,4202.0102867913
48470,11,17650,4196,608,4029,1109,83,0,857,3171,3029,569,4804,12847,8959.0030642908
48488,5,19922,2533,924,3737,1332,1220,1000,343,4819,3483,530,3457,16464,3805.5942219997
48496,2,16319,2192,0,4905,1335,990,0,783,535,5332,246,2192,14126,1982.0803239582
48504,1,16887,1899,1235,3681,2673,2994,301,1432,781,1689,200,3134,13751,1109.9649814166
48512,1,12351,775,731,3441,1077,703,850,273,1303,2187,1011,1506,10845,872.1153425416
48520,2,16247,877,92,7501,1805,100,0,1661,540,997,2675,969,15279,1982.0803239582
48538,1,2304,468,360,1030,2,0,0,245,0,200,0,828,1477,872.1153425416
48546,5,10319,815,112,3500,741,97,104,614,2884,930,522,927,9392,3884.8774349580
48553,3,26445,3441,1068,6159,1340,417,0,423,4293,8847,457,4509,21936,2695.6292405831
48561,1,55289,2873,773,8218,1817,1612,429,2540,32313,3276,1438,3646,51643,872.1153425416
48579,2,6201,637,232,3500,644,127,0,321,0,644,96,869,5332,2061.3635369165
48587,5,24190,3248,982,5455,1737,134,1103,554,4119,6401,457,4230,19960,4756.9927774996
48595,4,21921,1090,0,4147,887,4038,270,307,4453,6425,303,1090,20830,3329.8949442497
48603,5,39380,2674,515,5385,7900,402,800,1629,7460,10184,2432,3189,36192,4202.0102867913
48611,4,10766,0,0,4776,1071,0,460,96,2086,1677,601,0,10767,3250.6117312914
48629,1,5550,256,208,4246,524,0,0,69,0,30,216,464,5085,872.1153425416
48637,5,21913,2095,2597,4241,1628,216,0,334,1182,9319,301,4692,17221,4677.7095645412
48645,2,28379,1100,264,6159,849,9385,1002,2768,94,2552,4207,1364,27016,1982.0803239582
48652,2,11337,1290,571,3849,2847,192,0,1343,870,294,83,1861,9478,1982.0803239582
48660,4,22462,2779,677,6159,1569,3382,691,716,834,4608,1046,3456,19005,4122.7270738330
48678,3,21023,657,0,4840,1060,2643,1330,1140,2642,5693,1017,657,20365,2616.3460276248
48686,3,11405,1222,913,4928,912,0,87,1550,1142,651,0,2135,9270,3171.3285183330
48694,7,15576,1792,773,4204,1679,117,3273,529,1983,151,1074,2565,13010,5787.6745459578
48702,6,13391,1767,427,4217,798,39,100,331,2817,1715,1180,2194,11197,4836.2759904579
48710,2,14822,1078,309,7092,5616,0,0,407,0,125,195,1387,13435,1744.2306850832
48728,2,27933,8299,621,3871,1368,478,200,1481,2480,1945,7191,8920,19014,1982.0803239582
48736,4,17053,1201,439,4674,1612,1191,1433,573,4134,1731,67,1640,15415,3884.8774349580
48744,4,13647,2766,111,4653,1185,147,780,85,1129,1848,944,2877,10771,4202.0102867913
48751,5,24241,1596,652,5714,3360,1317,0,1007,1816,4009,4771,2248,21994,5153.4088422912
48769,5,29724,623,1275,4737,4539,4677,0,2139,1682,9082,970,1898,27826,4915.5592034162
48777,6,11100,0,0,5667,1521,0,70,454,2118,1070,200,0,11100,5866.9577589161
48785,5,32641,3175,510,5667,2161,128,2430,793,3625,12374,1779,3685,28957,4994.8424163745
48793,4,80149,6871,2125,5767,2788,2256,868,28707,5818,22111,2837,8996,71152,4122.7270738330
48801,4,2025,345,20,220,437,5,400,341,150,0,108,365,1661,3329.8949442497
48819,3,14501,2974,1045,3610,1576,762,551,618,1484,1882,0,4019,10483,3171.3285183330
48827,2,13995,3423,1294,4020,2327,0,0,781,1136,904,110,4717,9278,1982.0803239582
48835,7,19619,3176,1341,2401,1642,504,1605,3102,3428,1394,1028,4517,15104,7214.7723792077
48843,3,8857,1808,903,2098,1056,97,360,56,267,1693,518,2711,6145,2616.3460276248
48850,2,20749,2907,3834,2447,3268,1108,3500,2411,211,843,221,6741,14009,1982.0803239582
48868,2,11720,2418,1163,2447,1126,0,0,810,217,3539,0,3581,8139,1982.0803239582
48876,5,31671,3618,1274,3585,1562,85,0,3487,16393,1479,187,4892,26778,5232.6920552495
48884,2,9159,795,616,2260,1723,0,50,878,1706,576,555,1411,7748,1982.0803239582
48892,4,13020,2995,601,2797,989,43,36,413,1629,3063,453,3596,9423,3884.8774349580
48900,2,16422,2070,852,6350,1464,451,1821,566,676,1308,864,2922,13500,1982.0803239582
48918,3,15506,903,226,1849,3395,2672,1350,1681,2336,1011,84,1129,14378,3250.6117312914
48926,1,6024,632,469,2704,967,801,0,0,100,151,200,1101,4923,872.1153425416
48934,7,12730,1456,137,1432,2324,67,3570,669,351,557,2169,1593,11139,6739.0731014577
48942,3,60159,5737,937,2904,1902,17561,8250,5213,4656,11426,1573,6674,53485,3171.3285183330
48959,5,15244,2430,685,2704,1364,290,2250,881,2238,1372,1029,3115,12128,4202.0102867913
48967,2,21364,2364,391,2704,1832,134,1700,1617,1881,6769,1972,2755,18609,2061.3635369165
48975,3,14668,2273,729,2704,867,822,580,933,2952,2330,478,3002,11666,3171.3285183330
48983,4,24987,2787,464,859,2140,5851,1900,1119,3426,6395,45,3251,21735,3805.5942219997
48991,1,4353,0,0,3240,577,0,160,109,179,81,7,0,4353,872.1153425416
49007,2,15383,8253,1077,2460,3042,0,0,0,431,120,0,9330,6053,1982.0803239582
49015,6,19711,7525,2050,3653,1349,0,1942,0,0,2776,415,9575,10135,6739.0731014577
49023,4,12710,5273,1664,2166,963,87,1250,0,133,1174,0,6937,5773,3488.4613701663
49031,4,9253,1621,869,2460,711,167,0,167,140,3031,87,2490,6763,4360.5767127079
49049,2,7637,4302,552,2166,502,0,0,0,35,80,0,4854,2783,1744.2306850832
49056,5,32321,2811,477,3844,920,7857,953,539,6238,8683,0,3288,29034,4519.1431386246
49064,5,15548,3867,806,2460,936,0,0,0,33,4751,2694,4673,10874,5391.2584811662
49072,2,5615,1838,576,2166,762,65,0,63,0,144,0,2414,3200,1982.0803239582
49080,2,3192,621,104,2166,301,0,0,0,0,0,0,725,2467,1982.0803239582
49098,1,2462,281,43,1454,283,167,0,100,90,0,43,324,2137,872.1153425416
49106,5,37548,8287,537,2036,1620,480,0,157,2885,20366,1182,8824,28726,4756.9927774996
49114,2,7633,2718,87,1454,1045,0,0,2250,0,80,0,2805,4829,1982.0803239582
49122,4,37902,7869,26,1694,886,347,500,349,1255,24846,130,7895,30007,4202.0102867913
