Family Composition,Is Sedentary,ZL,ZU,Mean Expenditures,Median Expenditures,Mean Food Expenditures,Median Food Expenditures,Food Expense Ratio (%),Food Norm,Poverty Rate (%),Poverty Gap,Poverty Severity,Count
"Sedentary: 0-4:1.0F, 5-9:1.0M+1.0F, 30-49:1.0M+1.0F",True,1273.5000000000007,21609.645836,4122.729999999998,4122.73,1236.4285714285713,1085.5,29.990529853484748,3012.76,0.0,0,0,14
"Sedentary: 15-17:1.0M, 50+:1.0M+1.0F",True,283.00000000000057,13706.865977000001,3250.61,3250.61,1072.7692307692307,762.0,33.00208978527817,3488.46,0.0,0,0,13
"Sedentary: 18-29:1.0M+1.0F, 50+:1.0F",True,206.0000000000001,15764.351905,3012.760000000001,3012.76,1872.2307692307693,1853.0,62.14337581588871,4519.14,0.0,0,0,13
"Sedentary: 5-9:1.0F, 30-49:1.0M+1.0F",True,1466.0000000000007,15316.655678,2774.91,2774.91,2439.75,2311.5,87.92177043579792,4122.73,0.0,0,0,12
"Sedentary: 18-29:1.0M, 30-49:1.0F, 50+:1.0M",True,1.1013420000000006e-13,15872.342090999999,3171.3300000000004,3171.33,1582.8333333333333,1415.0,49.91071043799709,3567.74,0.0,0,0,12
"Sedentary: 18-29:1.0F, 30-49:1.0M, 50+:1.0M+1.0F",True,330.00000000000057,20019.486929000002,4122.729999999999,4122.73,1111.25,1114.5,26.954226932154185,3250.61,0.0,0,0,12
"Sedentary: 5-9:1.0M, 10-14:1.0F, 30-49:1.0M+1.0F",True,55.50000000000057,19590.192371,3726.3099999999995,3726.31,1504.3333333333333,1411.5,40.370590029636105,4281.29,0.0,0,0,12
"Sedentary: 0-4:1.0M+1.0F, 5-9:1.0M, 30-49:1.0M+1.0F",True,-68.49999999999943,21075.542998,3964.160000000001,3964.16,1436.3333333333333,1230.5,36.23298084167474,2616.35,0.0,0,0,12
"Sedentary: 0-4:2.0M, 18-29:1.0M+1.0F",True,206.0000000000001,14613.894079999998,3250.61,3250.61,1715.8181818181818,1691.0,52.784498350099874,4439.86,0.0,0,0,11
"Sedentary: 10-14:1.0F, 30-49:1.0M+1.0F",True,124.00000000000057,15902.799205,2933.48,2933.48,2041.3636363636363,1586.0,69.58846272562405,2299.21,0.0,0,0,11
"Sedentary: 18-29:1.0M+1.0F, 30-49:1.0F, 50+:1.0M",True,206.0000000000001,20323.972557,4122.729999999999,4122.73,1572.5454545454545,1632.0,38.14330442559796,3329.89,0.0,0,0,11
Sedentary: 18-29:2.0M,True,-3.481657999999999e-13,10114.193399,2378.5,2378.5,1884.3,2246.5,79.22219886483077,3567.74,0.0,0,0,10
"Sedentary: 5-9:1.0F, 10-14:1.0M, 30-49:1.0M+1.0F",True,1466.0000000000007,18377.552639,3805.5899999999992,3805.59,1673.1,1478.0,43.964273608034496,3250.61,0.0,0,0,10
"Sedentary: 10-14:1.0M, 30-49:1.0M+1.0F",True,124.00000000000057,16065.130054000001,3092.05,3092.05,1169.9,1017.0,37.83574004301354,5708.39,0.0,0,0,10
"Sedentary: 5-9:1.0M, 30-49:1.0M+1.0F",True,55.50000000000057,16691.626259,2854.2,2854.2,2473.2,2269.5,86.65125078831196,3726.31,0.0,0,0,10
"Sedentary: 10-14:1.0M+1.0F, 30-49:1.0M+1.0F",True,124.00000000000057,18963.696166,3964.1600000000008,3964.16,2224.5,2015.0,56.115293025508564,5232.69,0.0,0,0,10
"Sedentary: 5-9:1.0F, 10-14:1.0F, 30-49:1.0M+1.0F",True,1466.0000000000007,18215.22179,3647.03,3647.03,1590.9,1049.0,43.62179636580999,3964.16,0.0,0,0,10
"Sedentary: 15-17:1.0M, 18-29:1.0M, 30-49:1.0F, 50+:1.0M",True,283.0000000000001,18213.433897,4439.86,4439.86,1948.4,1740.5,43.88426662101959,6976.92,0.0,0,0,10
"Sedentary: 5-9:1.0M, 10-14:2.0F, 30-49:1.0M+1.0F",True,55.50000000000057,22488.758483,4598.43,4598.43,1645.6,1471.5,35.78612700421665,1664.95,0.0,0,0,10
"Sedentary: 0-4:1.0M, 5-9:2.0M, 30-49:1.0M+1.0F",True,-12.999999999999432,22157.339172,4202.01,4202.01,2324.7,1730.0,55.323523742209076,2695.63,0.0,0,0,10
"Sedentary: 18-29:1.0M, 30-49:1.0F",True,1.1013420000000006e-13,12310.72008,2061.36,2061.36,1435.2222222222222,1442.0,69.62501563153559,2933.48,0.0,0,0,9
"Sedentary: 18-29:1.0M, 50+:1.0M",True,1.1013420000000006e-13,10167.246131,2299.21,2299.21,1345.2222222222222,1474.0,58.50801893790574,3726.31,0.0,0,0,9
"Sedentary: 10-14:1.0M, 15-17:1.0M, 18-29:1.0M, 30-49:1.0M+1.0F",True,407.0000000000001,21914.791139,5549.82,5549.82,1492.3333333333333,819.0,26.8897609892453,6184.09,0.0,0,0,9
"Sedentary: 5-9:1.0M+1.0F, 10-14:1.0F, 30-49:1.0M+1.0F",True,1397.5000000000007,21902.614956,4439.86,4439.86,1654.6666666666667,1725.0,37.26844239833388,4519.14,0.0,0,0,9
"Sedentary: 5-9:2.0M, 10-14:1.0F, 30-49:1.0M+1.0F",True,-12.999999999999432,23277.585537,4519.14,4519.14,1304.4444444444443,1213.0,28.864882354705635,3964.16,0.0,0,0,9
"Sedentary: 0-4:2.0M, 5-9:1.0M, 30-49:1.0M+1.0F",True,55.50000000000057,20248.265753,3964.1600000000003,3964.16,1782.7777777777778,1433.0,44.9723971226635,5232.69,0.0,0,0,9
"Sedentary: 0-4:1.0M+1.0F, 18-29:1.0F, 30-49:1.0M",True,206.00000000000057,16134.684338,3250.61,3250.61,1811.0,1635.0,55.7126200928441,2774.91,0.0,0,0,9
"Sedentary: 18-29:1.0F, 30-49:1.0F",True,206.00000000000057,13253.781266999998,1823.51,1823.51,1039.125,621.5,56.98488080679569,3092.05,0.0,0,0,8
"Sedentary: 5-9:1.0M, 10-14:1.0M, 15-17:1.0M, 30-49:1.0M+1.0F",True,338.50000000000057,22093.615026,5153.41,5153.41,1030.875,1108.5,20.00374509305489,4202.01,0.0,0,0,8
"Sedentary: 30-49:1.0M, 50+:1.0M",True,124.00000000000057,10860.759144,2299.21,2299.21,2950.5,3139.5,128.32668612262475,3726.31,0.0,0,0,8
"Sedentary: 5-9:1.0F, 30-49:1.0F",True,1342.0000000000007,11114.573386,1585.66,1585.66,1490.375,1053.5,93.99083031671354,3488.46,0.0,0,0,8
"Sedentary: 5-9:2.0F, 10-14:1.0M, 30-49:1.0M+1.0F",True,2808.0000000000005,20689.975224,4519.14,4519.14,1309.375,1209.5,28.973986200914332,3726.31,0.0,0,0,8
"Sedentary: 15-17:1.0F, 18-29:1.0M, 50+:1.0M+1.0F",True,979.0000000000001,18990.50915,4122.73,4122.73,1664.5,1944.0,40.373732939096186,3567.74,0.0,0,0,8
"Sedentary: 0-4:1.0F, 5-9:2.0M, 30-49:1.0M+1.0F",True,-136.99999999999943,22984.616417,4202.01,4202.01,1449.875,1321.0,34.504320551355185,5866.96,0.0,0,0,8
"Sedentary: 0-4:2.0M, 18-29:1.0F, 30-49:1.0M",True,330.00000000000057,15307.407093000002,3250.61,3250.61,1390.2857142857142,1158.0,42.76999437907698,2537.06,0.0,0,0,7
"Sedentary: 0-4:1.0M+1.0F, 5-9:1.0M, 18-29:1.0M+1.0F",True,13.50000000000011,19128.564491,4043.4399999999996,4043.44,1949.4285714285713,1860.0,48.2121305479634,3409.18,0.0,0,0,7
"Sedentary: 0-4:1.0M+1.0F, 5-9:1.0F, 30-49:1.0M+1.0F",True,1342.0000000000007,19700.572417,3884.8800000000006,3884.88,1492.2857142857142,1545.0,38.41265918859049,4122.73,0.0,0,0,7
"Sedentary: 15-17:1.0M, 18-29:1.0M, 30-49:1.0M+1.0F",True,407.0000000000001,18853.894178,4519.14,4519.14,1073.2857142857142,537.0,23.749777928670373,3964.16,0.0,0,0,7
"Sedentary: 15-17:1.0M, 18-29:1.0M, 50+:1.0M+1.0F",True,283.0000000000001,17215.435256,4439.86,4439.86,1732.4285714285713,1801.0,39.01989187561256,2457.78,0.0,0,0,7
"Sedentary: 5-9:1.0M, 10-14:2.0M, 30-49:1.0M+1.0F",True,55.50000000000057,22813.420181,4915.56,4915.56,1307.142857142857,1153.0,26.591941856937098,1506.38,0.0,0,0,7
"Sedentary: 18-29:1.0M+2.0F, 50+:1.0M+1.0F",True,412.0000000000001,23777.604382,5074.13,5074.13,1311.857142857143,1252.0,25.85383391551148,2933.48,0.0,0,0,7
"Sedentary: 5-9:1.0F, 10-14:2.0F, 30-49:1.0M+1.0F",True,1466.0000000000007,21113.787902,4519.14,4519.14,2681.1428571428573,3446.0,59.32860803477779,4994.84,0.0,0,0,7
"Sedentary: 15-17:1.0M, 18-29:1.0F, 50+:1.0M+1.0F",True,489.00000000000057,18158.496443,4202.010000000001,4202.01,1110.4285714285713,1060.0,26.426128720030924,5946.24,0.0,0,0,7
"Sedentary: 0-4:1.0M, 5-9:1.0M, 10-14:1.0M, 30-49:1.0M+1.0F",True,55.50000000000057,21530.842967,4439.86,4439.86,1871.4285714285713,2130.0,42.15062122293432,3647.03,0.0,0,0,7
"Sedentary: 0-4:1.0M, 5-9:2.0F, 30-49:1.0M+1.0F",True,2808.0000000000005,19407.39801,4043.4399999999996,4043.44,1578.4285714285713,1036.0,39.03677491018963,6263.37,0.0,0,0,7
"Sedentary: 0-4:1.0M, 5-9:1.0F, 10-14:1.0M, 30-49:1.0M+1.0F",True,1466.0000000000007,20155.872386,4360.580000000001,4360.58,1593.2857142857142,1380.0,36.538389716177996,3964.16,0.0,0,0,7
"Sedentary: 10-14:1.0M, 15-17:1.0F, 30-49:1.0M+1.0F",True,1103.0000000000007,20181.295754,4043.4399999999996,4043.44,1825.142857142857,2062.0,45.13836874401146,3250.61,0.0,0,0,7
"Sedentary: 0-4:1.0F, 5-9:1.0M, 10-14:1.0F, 30-49:1.0M+1.0F",True,-68.49999999999943,22195.789363,4281.29,4281.29,1013.1428571428571,1391.0,23.664429579469207,2537.06,0.0,0,0,7
"Sedentary: 0-4:1.0F, 5-9:1.0M, 10-14:1.0M, 30-49:1.0M+1.0F",True,-68.49999999999943,22358.120212,4439.86,4439.86,1362.4285714285713,1271.0,30.68629577123088,2457.78,0.0,0,0,7
"Sedentary: 15-17:1.0F, 18-29:1.0M+1.0F, 30-49:1.0F, 50+:1.0M",True,1185.0000000000002,24440.138257,5074.13,5074.13,2017.857142857143,2564.0,39.767549173102445,3329.89,0.0,0,0,7
"Sedentary: 5-9:1.0F, 10-14:1.0M, 15-17:1.0M, 30-49:1.0M+1.0F",True,1749.0000000000007,20718.644445,5074.13,5074.13,1961.0,1515.0,38.647019291977145,3488.46,0.0,0,0,7
"Sedentary: 15-17:1.0M, 30-49:1.0F",True,283.00000000000057,11143.242607,2140.65,2140.65,1714.5,1765.5,80.09249527012821,4915.56,0.0,0,0,6
"Sedentary: 18-29:1.0M, 30-49:1.0M+1.0F",True,124.00000000000011,16512.802372,3250.61,3250.61,1904.0,1997.0,58.57362156641368,2457.78,0.0,0,0,6
"Sedentary: 15-17:1.0M, 30-49:1.0F, 50+:1.0M",True,283.00000000000057,14704.864618,3250.61,3250.61,2090.3333333333335,2464.0,64.30587899912118,4836.28,0.0,0,0,6
"Sedentary: 18-29:2.0M, 50+:1.0F",True,-3.481657999999999e-13,14821.290718,3250.61,3250.61,2008.0,2018.5,61.773021063738796,4122.73,0.0,0,0,6
"Sedentary: 18-29:1.0F, 30-49:1.0M, 50+:1.0F",True,330.00000000000057,16457.864918,3012.76,3012.76,2876.1666666666665,2651.5,95.46617276738493,3884.88,0.0,0,0,6
"Sedentary: 10-14:1.0F, 30-49:1.0F",True,5.684342e-13,11700.716913,1744.2299999999998,1744.23,1840.1666666666667,1980.5,105.50023028308576,4677.71,0.0,0,0,6
"Sedentary: 30-49:2.0M, 50+:1.0M+1.0F",True,248.00000000000057,19769.938755000003,4360.580000000001,4360.58,2177.5,1943.0,49.936017685720714,3409.18,0.0,0,0,6
"Sedentary: 0-4:1.0F, 5-9:1.0F, 10-14:1.0F, 30-49:1.0M+1.0F",True,1342.0000000000007,20820.818782,4202.010000000001,4202.01,1805.6666666666667,2065.5,42.97149856060948,8324.74,0.0,0,0,6
"Sedentary: 0-4:1.0M, 5-9:1.0M+1.0F, 18-29:1.0F, 30-49:1.0M",True,1603.5000000000007,19528.903097,4202.010000000001,4202.01,1476.0,943.5,35.12604682045021,2219.93,0.0,0,0,6
"Sedentary: 18-29:2.0F, 50+:1.0F",True,412.00000000000057,16707.413092,2774.91,2774.91,1567.3333333333333,1033.5,56.48231233925905,4439.86,0.0,0,0,6
"Sedentary: 10-14:1.0M, 18-29:1.0M, 50+:1.0M+1.0F",True,1.1013420000000006e-13,17935.240411,4202.010000000001,4202.01,2421.8333333333335,2344.0,57.63511589294964,2616.35,0.0,0,0,6
"Sedentary: 0-4:1.0M, 10-14:1.0F, 30-49:1.0M+1.0F",True,124.00000000000057,17681.118952,3488.4599999999996,3488.46,1513.3333333333333,1880.0,43.381129017770974,2616.35,0.0,0,0,6
"Sedentary: 15-17:1.0F, 18-29:1.0M+1.0F, 50+:1.0M+1.0F",True,1185.0000000000002,23442.139616,5074.13,5074.13,350.8333333333333,225.5,6.9141573695063645,2695.63,0.0,0,0,6
"Sedentary: 10-14:1.0M, 18-29:2.0M, 30-49:1.0F, 50+:1.0M",True,-3.481657999999999e-13,22441.808331,5391.260000000001,5391.26,1803.8333333333333,2190.5,33.45847414766368,1506.38,0.0,0,0,6
"Sedentary: 10-14:1.0F, 18-29:1.0M, 50+:1.0M+1.0F",True,1.1013420000000006e-13,17772.909562,4043.44,4043.44,2005.6666666666667,2155.5,49.60297832208878,4043.44,0.0,0,0,6
"Sedentary: 0-4:1.0F, 5-9:1.0M, 18-29:1.0F, 30-49:1.0M",True,137.50000000000057,18043.757757,3488.46,3488.46,742.0,521.0,21.27013065937405,2457.78,0.0,0,0,5
"Sedentary: 0-4:1.0M, 30-49:1.0F",True,5.684342e-13,10580.470548000001,1427.1,1427.1,2700.2,2625.0,189.20888515170623,2854.2,0.0,0,0,5
"Sedentary: 30-49:1.0M+1.0F, 50+:1.0F",True,124.00000000000057,17711.330412,2933.48,2933.48,1540.8,1913.0,52.52464649494798,4043.44,0.0,0,0,5
"Sedentary: 15-17:1.0F, 18-29:1.0M, 30-49:1.0F, 50+:1.0M",True,979.0000000000001,19988.507791,4122.73,4122.73,2257.4,2135.0,54.754980316440815,2457.78,0.0,0,0,5
"Sedentary: 0-4:1.0F, 10-14:1.0M+1.0F, 30-49:1.0M+1.0F",True,5.684342e-13,21569.293158,4519.14,4519.14,1059.2,1057.0,23.438087777763023,3488.46,0.0,0,0,5
"Sedentary: 10-14:1.0F, 18-29:1.0F, 30-49:1.0F, 50+:1.0M",True,206.00000000000057,19713.969390000002,3805.59,3805.59,1714.0,2050.0,45.039008406055295,4122.73,0.0,0,0,5
"Sedentary: 30-49:1.0M+1.0F, 50+:1.0M+1.0F",True,124.00000000000057,21272.952423000002,4043.44,4043.44,1680.2,1353.0,41.55372652988544,2933.48,0.0,0,0,5
"Sedentary: 0-4:2.0F, 18-29:1.0M+1.0F",True,-41.999999999999886,16268.44857,3250.61,3250.61,1316.2,1504.0,40.49086171518576,2933.48,0.0,0,0,5
"Sedentary: 15-17:1.0F, 30-49:1.0F",True,979.0000000000006,12918.316501000001,1823.5099999999998,1823.51,867.4,594.0,47.56760313900116,3805.59,0.0,0,0,5
"Sedentary: 0-4:1.0F, 30-49:1.0F",True,-123.99999999999943,11407.747792999999,1427.1,1427.1,2025.8,1464.0,141.95221077710042,5311.98,0.0,0,0,5
Sedentary: 50+:2.0M+1.0F,True,5.684342e-13,14927.396182,3092.05,3092.05,1322.6,1210.0,42.77421128377613,3329.89,0.0,0,0,5
"Sedentary: 0-4:1.0M+2.0F, 18-29:1.0M+1.0F",True,-41.999999999999886,18046.768317,3805.59,3805.59,2444.4,1710.0,64.23182739075938,7849.04,0.0,0,0,5
"Sedentary: 0-4:2.0F, 5-9:1.0F, 30-49:1.0M+1.0F",True,1218.0000000000007,20527.849662,3884.88,3884.88,1874.8,2484.0,48.258890879512364,3409.18,0.0,0,0,5
"Sedentary: 10-14:1.0M, 30-49:1.0F",True,5.684342e-13,11863.047761999998,1902.8,1902.8,2343.8,2690.0,123.1763716628127,1585.66,0.0,0,0,5
"Sedentary: 10-14:1.0M, 50+:1.0M+1.0F",True,5.684342e-13,14426.671132,3012.76,3012.76,1382.8,1062.0,45.898113357851265,3171.33,0.0,0,0,5
"Sedentary: 5-9:1.0M+1.0F, 10-14:1.0M, 30-49:1.0M+1.0F",True,1397.5000000000007,22064.945805,4598.43,4598.43,2183.2,1566.0,47.4770736968922,3409.18,0.0,0,0,5
"Sedentary: 10-14:1.0M, 18-29:1.0F, 50+:1.0M+1.0F",True,206.00000000000057,18878.301598000002,3964.16,3964.16,2222.8,2141.0,56.07240878269293,2140.65,0.0,0,0,5
"Sedentary: 18-29:1.0F, 30-49:1.0F, 50+:1.0M",True,206.00000000000057,16815.403277999998,2933.48,2933.48,2368.4,1200.0,80.73687224729674,8245.45,0.0,0,0,5
"Sedentary: 10-14:1.0M, 18-29:1.0M+1.0F, 50+:1.0M+1.0F",True,206.0000000000001,22386.870877,5153.41,5153.41,1545.4,1164.0,29.987910917237325,8324.74,0.0,0,0,5
"Sedentary: 15-17:1.0F, 18-29:2.0M, 50+:1.0M+1.0F",True,978.9999999999997,22499.078429,5311.98,5311.98,630.6,433.0,11.871279635842003,3250.61,0.0,0,0,5
"Sedentary: 18-29:1.0M, 30-49:1.0M, 50+:1.0M+1.0F",True,124.00000000000011,19076.425742,4360.58,4360.58,1581.8,1363.0,36.274990941571986,2695.63,0.0,0,0,5
"Sedentary: 15-17:1.0F, 18-29:1.0F, 30-49:1.0M+1.0F",True,1309.0000000000007,21572.029259,3964.16,3964.16,1211.8,1311.0,30.568897319987087,5470.54,0.0,0,0,5
"Sedentary: 0-4:1.0M, 5-9:1.0F, 30-49:1.0F",True,1342.0000000000007,12892.893133000001,2140.65,2140.65,1716.8,1629.0,80.19993927078224,2457.78,0.0,0,0,5
"Sedentary: 0-4:2.0F, 5-9:1.0M, 30-49:1.0M+1.0F",True,-192.49999999999943,21902.820243,3964.16,3964.16,1948.4,1842.0,49.15038747174686,3884.88,0.0,0,0,5
"Sedentary: 0-4:1.0M, 5-9:1.0M, 10-14:1.0F, 30-49:1.0M+1.0F",True,55.50000000000057,21368.512118000002,4281.29,4281.29,2024.2,2493.0,47.28014220013127,4994.84,0.0,0,0,5
"Sedentary: 15-17:1.0M, 18-29:1.0F, 30-49:1.0M+1.0F",True,613.0000000000006,19796.955365,4281.29,4281.29,1242.8,1055.0,29.028633893055595,2457.78,0.0,0,0,5
"Sedentary: 0-4:1.0F, 5-9:1.0F, 10-14:1.0M, 30-49:1.0M+1.0F",True,1342.0000000000007,20983.149631,4360.58,4360.58,2477.6,2441.0,56.81812969834288,4202.01,0.0,0,0,5
"Sedentary: 10-14:1.0M, 18-29:1.0M, 30-49:1.0M+1.0F",True,124.00000000000011,19573.699333,4281.29,4281.29,2566.8,2268.0,59.953892401589236,3805.59,0.0,0,0,5
"Sedentary: 10-14:1.0M, 15-17:1.0F, 18-29:1.0M, 30-49:1.0M+1.0F",True,1103.0000000000002,23689.865033,5232.69,5232.69,1741.2,1580.0,33.275428125877895,11575.35,0.0,0,0,5
"Sedentary: 10-14:1.0M, 15-17:1.0M, 30-49:1.0M+1.0F",True,407.00000000000057,18406.22186,4360.58,4360.58,1516.8,1341.0,34.7843635479684,2140.65,0.0,0,0,5
"Sedentary: 5-9:1.0F, 10-14:1.0F, 15-17:1.0F, 30-49:1.0M+1.0F",True,2445.0000000000005,22331.38749,4598.43,4598.43,703.4,634.0,15.296525118355614,4122.73,0.0,0,0,5
"Sedentary: 15-17:1.0M, 18-29:2.0M, 50+:1.0M+1.0F",True,282.99999999999966,20724.004535,5629.11,5629.11,1526.8,1608.0,27.123293025007506,2537.06,0.0,0,0,5
"Sedentary: 10-14:1.0F, 15-17:1.0F, 18-29:1.0M, 30-49:1.0M+1.0F",True,1103.0000000000002,23527.534184,5074.13,5074.13,1467.2,1320.0,28.915301736455312,3250.61,0.0,0,0,5
"Sedentary: 10-14:1.0F, 15-17:1.0M, 18-29:1.0F, 30-49:1.0M+1.0F",True,613.0000000000006,22695.521477,5153.41,5153.41,1582.6,1874.0,30.709763050096928,2774.91,0.0,0,0,5
"Sedentary: 5-9:1.0M, 10-14:1.0M+1.0F, 30-49:1.0M+1.0F",True,55.50000000000057,22651.089332,4756.99,4756.99,2156.2,2266.0,45.3269819780996,3488.46,0.0,0,0,5
Sedentary: 18-29:3.0F,True,618.0000000000006,16451.946239,2854.2,2854.2,2343.75,2367.0,82.11582930418332,3250.61,0.0,0,0,4
"Sedentary: 10-14:1.0F, 18-29:1.0F, 30-49:1.0F",True,206.00000000000057,16152.347378999999,2695.63,2695.63,1828.5,1885.0,67.8320095858853,3567.74,0.0,0,0,4
"Sedentary: 0-4:1.0M+1.0F, 5-9:1.0M, 18-29:1.0F, 30-49:1.0M",True,137.50000000000057,19822.077504,4043.44,4043.44,1981.0,1819.0,48.99293670735809,2140.65,0.0,0,0,4
"Sedentary: 5-9:1.0M, 30-49:1.0F",True,-68.49999999999943,12489.543967000001,1664.95,1664.95,1340.5,1363.5,80.51292831616564,3329.89,0.0,0,0,4
"Sedentary: 15-17:1.0M, 50+:1.0F",True,283.00000000000057,10145.243966000002,2140.65,2140.65,2372.25,2368.0,110.81914371802957,3409.18,0.0,0,0,4
"Sedentary: 10-14:1.0F, 15-17:1.0F, 30-49:1.0M+1.0F",True,1103.0000000000007,20018.964905,3884.88,3884.88,1688.25,1868.0,43.45694075492679,2378.5,0.0,0,0,4
"Sedentary: 10-14:1.0M, 18-29:1.0M, 30-49:1.0F, 50+:1.0M",True,1.1013420000000006e-13,18933.239052,4202.01,4202.01,2485.0,2573.0,59.13836473497207,4281.29,0.0,0,0,4
"Sedentary: 10-14:1.0F, 50+:1.0M+1.0F",True,5.684342e-13,14264.340283000001,2854.2,2854.2,2036.25,1937.5,71.34223249947446,3012.76,0.0,0,0,4
"Sedentary: 0-4:1.0F, 10-14:1.0M, 30-49:1.0M+1.0F",True,5.684342e-13,18670.727046,3647.03,3647.03,576.75,553.5,15.814237886718782,1427.1,0.0,0,0,4
"Sedentary: 10-14:1.0M, 18-29:1.0M+1.0F, 30-49:1.0F, 50+:1.0M",True,206.0000000000001,23384.869518,5153.41,5153.41,1234.25,1122.0,23.95016115542912,2616.35,0.0,0,0,4
"Sedentary: 15-17:1.0M+1.0F, 50+:1.0F",True,1262.0000000000007,14261.409666,3092.05,3092.05,1395.25,916.0,45.12378519105447,872.12,0.0,0,0,4
"Sedentary: 5-9:1.0M+1.0F, 30-49:1.0F",True,1273.5000000000007,14801.966551999998,2378.5,2378.5,1863.75,1920.0,78.35820895522389,6580.51,0.0,0,0,4
"Sedentary: 5-9:1.0F, 30-49:1.0F, 50+:1.0M",True,1342.0000000000007,14676.195397,2695.63,2695.63,1878.5,2038.5,69.68686355323244,4836.28,0.0,0,0,4
"Sedentary: 0-4:2.0F, 18-29:1.0F, 30-49:1.0M",True,82.00000000000057,16961.961583,3250.61,3250.61,761.25,704.5,23.418681416718705,3964.16,0.0,0,0,4
"Sedentary: 10-14:1.0F, 15-17:1.0F, 30-49:1.0F",True,979.0000000000006,15816.882612999998,2695.63,2695.63,1797.75,2042.0,66.6912743959668,3092.05,0.0,0,0,4
"Sedentary: 0-4:1.0F, 10-14:1.0F, 30-49:1.0M+1.0F",True,5.684342e-13,18508.396197,3488.46,3488.46,1026.0,852.0,29.411258836277334,4281.29,0.0,0,0,4
"Sedentary: 18-29:1.0F, 50+:1.0M",True,206.00000000000057,11110.307318,2061.36,2061.36,1111.25,1171.0,53.90858462374355,3488.46,0.0,0,0,4
"Sedentary: 5-9:1.0M, 30-49:1.0F, 50+:1.0M",True,-68.49999999999943,16051.165978,2774.91,2774.91,1257.25,1225.0,45.30777574768191,3012.76,0.0,0,0,4
"Sedentary: 5-9:1.0M, 18-29:1.0F, 30-49:1.0M",True,261.50000000000057,15438.160765,2933.48,2933.48,1384.75,1437.0,47.20502611233074,3884.88,0.0,0,0,4
"Sedentary: 10-14:2.0M, 30-49:1.0M+1.0F",True,124.00000000000057,19126.027015,4122.73,4122.73,1191.75,1046.0,28.90681659968031,3250.61,0.0,0,0,4
"Sedentary: 0-4:1.0M+1.0F, 5-9:1.0M, 10-14:1.0M, 30-49:1.0M+1.0F",True,-68.49999999999943,24136.439959,4994.84,4994.84,1495.5,1536.5,29.94089900777603,3092.05,0.0,0,0,4
"Sedentary: 5-9:1.0F, 18-29:1.0M, 30-49:1.0M+1.0F",True,1466.0000000000002,18825.224957,3964.16,3964.16,1688.25,1344.0,42.58783701969649,1823.51,0.0,0,0,4
"Sedentary: 0-4:1.0F, 10-14:2.0M, 30-49:1.0M+1.0F",True,5.684342e-13,21731.624007000002,4677.71,4677.71,742.5,702.5,15.873151606234675,872.12,0.0,0,0,4
"Sedentary: 18-29:1.0F, 30-49:1.0M+1.0F",True,330.00000000000057,17455.863559,3012.76,3012.76,2719.5,2935.0,90.26606832273396,3567.74,0.0,0,0,4
"Sedentary: 18-29:2.0M+1.0F, 30-49:1.0F, 50+:1.0M",True,205.99999999999966,23832.541836,5311.98,5311.98,1738.75,1579.5,32.73261571014952,2933.48,0.0,0,0,4
"Sedentary: 10-14:1.0M, 15-17:1.0M, 18-29:1.0F, 30-49:1.0M+1.0F",True,613.0000000000006,22857.852326,5311.98,5311.98,1996.5,2272.0,37.58485536466628,3647.03,0.0,0,0,4
"Sedentary: 0-4:2.0F, 5-9:1.0M+1.0F, 30-49:1.0M+1.0F",True,1149.5000000000007,24215.242828,4677.71,4677.71,1553.25,1004.5,33.205350481325254,4281.29,0.0,0,0,4
"Sedentary: 15-17:1.0M+1.0F, 18-29:1.0M, 30-49:1.0M+1.0F",True,1386.0000000000002,22970.059878,5470.54,5470.54,2354.25,2767.5,43.03505686824335,3884.88,0.0,0,0,4
"Sedentary: 5-9:1.0F, 10-14:2.0M, 30-49:1.0M+1.0F",True,1466.0000000000007,21438.4496,4836.28,4836.28,1228.0,947.0,25.39141654329361,6184.09,0.0,0,0,4
"Sedentary: 18-29:1.0M+1.0F, 30-49:1.0M+1.0F",True,330.0000000000001,20964.432838,4202.01,4202.01,1456.5,1494.0,34.66198319375727,3329.89,0.0,0,0,4
"Sedentary: 18-29:1.0M, 30-49:1.0F, 50+:1.0M+1.0F",True,1.1013420000000006e-13,20579.439410000003,4043.44,4043.44,1646.25,1507.0,40.7140949290703,3647.03,0.0,0,0,4
"Sedentary: 0-4:2.0M, 5-9:1.0F, 30-49:1.0M+1.0F",True,1466.0000000000007,18873.295172,3884.88,3884.88,1896.5,1784.0,48.81746669137785,2854.2,0.0,0,0,4
"Sedentary: 5-9:1.0F, 15-17:1.0M, 18-29:1.0M, 30-49:1.0M+1.0F",True,1749.0000000000002,21166.316763,5232.69,5232.69,1664.25,1575.0,31.80486518406403,1427.1,0.0,0,0,4
"Sedentary: 5-9:1.0F, 10-14:1.0M+1.0F, 15-17:1.0M, 30-49:1.0M+1.0F",True,1749.0000000000007,23617.210557000002,5946.24,5946.24,1212.5,1260.5,20.391037025078035,3964.16,0.0,0,0,4
"Sedentary: 10-14:1.0M+2.0F, 30-49:1.0M+1.0F",True,124.00000000000057,21862.262278000002,4836.28,4836.28,2282.5,2042.5,47.19536503262838,4994.84,0.0,0,0,4
