Family Composition,Is Sedentary,ZL,ZU,Mean Expenditures,Median Expenditures,Mean Food Expenditures,Median Food Expenditures,Food Expense Ratio (%),Food Norm,Poverty Rate (%),Poverty Gap,Poverty Severity,Count
"Sedentary: 18-29:2.0M, 30-49:1.0F, 50+:1.0M",True,-3.481657999999999e-13,19380.911369999998,4360.58,4360.58,2535.75,2476.0,58.15166789738979,3884.88,0.0,0,0,4
"Sedentary: 0-4:1.0M, 5-9:2.0M, 10-14:1.0M, 30-49:1.0M+1.0F",True,-12.999999999999432,25218.236133000002,5232.69,5232.69,1691.25,1775.5,32.320852181191704,2616.35,0.0,0,0,4
"Sedentary: 0-4:1.0M+1.0F, 5-9:1.0M+1.0F, 10-14:1.0M+1.0F, 30-49:1.0M+1.0F",True,1273.5000000000007,29347.428656,6580.51,6580.51,1837.25,1723.5,27.91956854407941,3567.74,0.0,0,0,4
"Sedentary: 10-14:1.0F, 15-17:1.0F, 18-29:1.0F, 30-49:1.0M+1.0F",True,1309.0000000000007,24470.595371,4836.28,4836.28,2640.0,2114.5,54.587410158220784,6976.92,0.0,0,0,4
"Sedentary: 5-9:1.0M, 10-14:1.0M, 15-17:1.0F, 30-49:1.0M+1.0F",True,1034.5000000000007,23868.68892,4836.28,4836.28,2047.0,2058.0,42.32591992192346,2695.63,0.0,0,0,4
"Sedentary: 0-4:1.0F, 10-14:2.0F, 30-49:1.0M+1.0F",True,5.684342e-13,21406.962309,4360.58,4360.58,1287.75,1240.5,29.531621940200615,1427.1,0.0,0,0,4
"Sedentary: 0-4:1.0M, 10-14:1.0M+1.0F, 30-49:1.0M+1.0F",True,124.00000000000057,20742.015913,4519.14,4519.14,2369.25,2335.5,52.42701044889071,4360.58,0.0,0,0,4
"Sedentary: 5-9:1.0M, 10-14:1.0F, 18-29:1.0M, 30-49:1.0M+1.0F",True,55.500000000000114,23098.76165,4915.56,4915.56,1305.0,1295.5,26.548348509630635,3647.03,0.0,0,0,4
"Sedentary: 15-17:1.0F, 18-29:1.0F, 50+:1.0M+1.0F",True,1185.0000000000007,19933.570337,3884.88,3884.88,2487.25,2484.5,64.02385659273902,4994.84,0.0,0,0,4
"Sedentary: 5-9:1.0F, 10-14:1.0M, 15-17:1.0F, 30-49:1.0M+1.0F",True,2445.0000000000005,22493.718339,4756.99,4756.99,1279.25,939.0,26.892005238606764,1744.23,0.0,0,0,4
"Sedentary: 15-17:1.0F, 18-29:2.0M, 30-49:1.0F, 50+:1.0M",True,978.9999999999997,23497.07707,5311.98,5311.98,1620.5,1968.5,30.506515461278095,3805.59,0.0,0,0,4
"Sedentary: 15-17:1.0M, 18-29:1.0M+1.0F, 50+:1.0M+1.0F",True,489.0000000000001,21667.065722,5391.26,5391.26,1294.0,1250.5,24.00181033747213,4994.84,0.0,0,0,4
"Sedentary: 0-4:1.0M+1.0F, 5-9:1.0M+1.0F, 30-49:1.0M+1.0F",True,1273.5000000000007,23387.965583,4677.71,4677.71,1923.25,1451.5,41.11520380699103,3964.16,0.0,0,0,4
"Sedentary: 5-9:2.0M, 10-14:1.0M, 30-49:1.0M+1.0F",True,-12.999999999999432,23439.916386,4677.71,4677.71,2554.25,2825.0,54.604710424545345,2537.06,0.0,0,0,4
"Sedentary: 18-29:1.0M, 30-49:1.0M",True,124.00000000000011,10807.706412,2378.5,2378.5,1693.0,1064.0,71.17931469413496,5629.11,0.0,0,0,3
"Sedentary: 18-29:2.0M+1.0F, 50+:1.0F",True,205.99999999999966,19272.921184,4202.01,4202.01,1634.0,2005.0,38.88615210339814,3250.61,0.0,0,0,3
"Sedentary: 10-14:1.0F, 50+:1.0F",True,5.684342e-13,10702.718272000002,1744.2300000000002,1744.23,2982.0,3462.0,170.96369171496877,5470.54,0.0,0,0,3
"Sedentary: 18-29:3.0F, 50+:1.0F",True,618.0000000000006,21159.043558,3726.31,3726.31,2254.6666666666665,2976.0,60.50668534466179,3488.46,0.0,0,0,3
"Sedentary: 0-4:1.0M+1.0F, 5-9:2.0M, 30-49:1.0M+1.0F",True,-136.99999999999943,24762.936164,4756.99,4756.99,1816.0,1989.0,38.175400831197884,6897.64,0.0,0,0,3
"Sedentary: 10-14:1.0F, 18-29:1.0M+1.0F, 50+:1.0M+1.0F",True,206.0000000000001,22224.540028,4994.84,4994.84,716.3333333333334,697.0,14.341467060673283,3726.31,0.0,0,0,3
Sedentary: 18-29:2.0M+1.0F,True,205.99999999999966,14565.823864999998,3329.89,3329.89,1449.0,1939.0,43.51495094432549,4043.44,0.0,0,0,3
"Sedentary: 0-4:1.0F, 5-9:1.0M, 18-29:1.0M+1.0F",True,13.50000000000011,17350.244744,3488.4600000000005,3488.46,1312.0,1768.0,37.60971890175034,1506.38,0.0,0,0,3
"Sedentary: 0-4:1.0M, 5-9:1.0F, 18-29:1.0F, 30-49:1.0M",True,1672.0000000000007,15841.509931,3409.18,3409.18,2347.6666666666665,1958.0,68.86308926682273,4439.86,0.0,0,0,3
"Sedentary: 18-29:1.0M+1.0F, 30-49:1.0F",True,206.0000000000001,16762.350545999998,3012.76,3012.76,1703.0,1483.0,56.52624171855707,3805.59,0.0,0,0,3
"Sedentary: 18-29:2.0M, 30-49:1.0F",True,-3.481657999999999e-13,15819.289358999999,3250.61,3250.61,2215.6666666666665,2062.0,68.1615655728207,4439.86,0.0,0,0,3
Sedentary: 50+:2.0M,True,5.684342e-13,10220.298863,2219.93,2219.93,2355.3333333333335,1738.0,106.09944157398357,3964.16,0.0,0,0,3
"Sedentary: 5-9:1.0M+1.0F, 10-14:1.0M, 30-49:1.0F",True,1273.5000000000007,17862.863513,3409.18,3409.18,2104.0,2292.0,61.715720495837715,4836.28,0.0,0,0,3
"Sedentary: 18-29:3.0F, 50+:1.0M+1.0F",True,618.0000000000006,24720.665569,4836.28,4836.28,1461.6666666666667,1385.0,30.222953730277542,2457.78,0.0,0,0,3
"Sedentary: 10-14:1.0M, 18-29:2.0M+1.0F, 30-49:1.0F, 50+:1.0M",True,205.99999999999966,26893.438797,6342.66,6342.66,909.6666666666666,724.0,14.34203735761757,2695.63,0.0,0,0,3
"Sedentary: 0-4:3.0M, 30-49:1.0M+1.0F",True,124.00000000000057,18339.192334,3726.31,3726.31,1852.3333333333333,2049.0,49.709587590225546,2537.06,0.0,0,0,3
"Sedentary: 0-4:1.0M+1.0F, 30-49:1.0F",True,-123.99999999999943,13186.06754,1982.08,1982.08,1793.3333333333333,1738.0,90.47734366591325,3805.59,0.0,0,0,3
"Sedentary: 10-14:1.0M, 15-17:1.0M+1.0F, 30-49:1.0M+1.0F",True,1386.0000000000007,22522.38756,5311.98,5311.98,1962.0,1494.0,36.93538002778625,3964.16,0.0,0,0,3
"Sedentary: 10-14:1.0M, 18-29:1.0M+1.0F, 30-49:1.0F",True,206.0000000000001,19823.247507,4043.44,4043.44,2760.3333333333335,2453.0,68.26695421060614,3488.46,0.0,0,0,3
"Sedentary: 15-17:1.0F, 30-49:1.0F, 50+:1.0M",True,979.0000000000006,16479.938512,2933.48,2933.48,1605.3333333333333,1713.0,54.724536500447705,3884.88,0.0,0,0,3
"Sedentary: 15-17:1.0F, 18-29:1.0F, 30-49:1.0F",True,1185.0000000000007,17369.946967,2774.91,2774.91,812.6666666666666,725.0,29.28623510912666,3409.18,0.0,0,0,3
"Sedentary: 0-4:2.0M+1.0F, 18-29:1.0M+1.0F",True,82.00000000000011,17219.491072,3805.59,3805.59,2674.3333333333335,1412.0,70.27381649976306,3250.61,0.0,0,0,3
"Sedentary: 0-4:2.0M, 5-9:1.0M+1.0F, 30-49:1.0M+1.0F",True,1397.5000000000007,22560.688338,4677.71,4677.71,664.3333333333334,411.0,14.202106016262942,2616.35,0.0,0,0,3
"Sedentary: 18-29:2.0M, 30-49:1.0M+1.0F",True,123.99999999999966,20021.371651,4439.86,4439.86,1975.3333333333333,1542.0,44.490892355464666,3647.03,0.0,0,0,3
Sedentary: 18-29:3.0M,True,-8.064657999999999e-13,13622.762678,3567.74,3567.74,1339.0,1376.0,37.53076177075684,4202.01,0.0,0,0,3
"Sedentary: 18-29:2.0M, 30-49:1.0M, 50+:1.0M+1.0F",True,123.99999999999966,22584.995021000002,5549.82,5549.82,1519.0,1552.0,27.370257053381913,1902.8,0.0,0,0,3
"Sedentary: 10-14:1.0F, 15-17:1.0M, 30-49:1.0F, 50+:1.0M",True,283.00000000000057,17603.43073,4122.73,4122.73,1279.3333333333333,1061.0,31.031217987433894,1506.38,0.0,0,0,3
"Sedentary: 10-14:1.0F, 18-29:1.0F, 30-49:1.0M+1.0F",True,330.00000000000057,20354.429671,3884.8799999999997,3884.88,1765.0,591.0,45.432548753114645,3567.74,0.0,0,0,3
"Sedentary: 0-4:3.0M, 18-29:1.0M+1.0F",True,206.0000000000001,16392.213827,3805.59,3805.59,2038.0,870.0,53.55279996005876,3092.05,0.0,0,0,3
"Sedentary: 5-9:1.0F, 15-17:1.0F, 18-29:1.0M, 30-49:1.0M+1.0F",True,2445.0,22941.390657,4915.56,4915.56,617.6666666666666,588.0,12.565540175822623,1744.23,0.0,0,0,3
"Sedentary: 30-49:2.0F, 50+:1.0F",True,5.684342e-13,19214.34408,2616.35,2616.35,1417.3333333333333,959.0,54.172160962154656,5470.54,0.0,0,0,3
"Sedentary: 10-14:1.0M+1.0F, 18-29:1.0M+1.0F, 30-49:1.0M+1.0F",True,330.0000000000001,26923.895911,6104.81,6104.81,2948.0,3092.0,48.28979116467178,4519.14,0.0,0,0,3
"Sedentary: 10-14:2.0M, 15-17:1.0M, 30-49:1.0M+1.0F",True,407.00000000000057,21467.118821,5391.26,5391.26,2530.3333333333335,2720.0,46.93398822044073,2933.48,0.0,0,0,3
"Sedentary: 10-14:1.0M, 18-29:1.0F, 30-49:1.0M+1.0F",True,330.00000000000057,20516.76052,4043.44,4043.44,1530.0,1261.0,37.8390677245118,1506.38,0.0,0,0,3
"Sedentary: 10-14:1.0F, 15-17:1.0M, 18-29:1.0M, 30-49:1.0F, 50+:1.0M",True,283.0000000000001,21112.000009,5311.98,5311.98,2036.0,2588.0,38.32845756196372,2695.63,0.0,0,0,3
"Sedentary: 30-49:1.0F, 50+:2.0F",True,5.684342e-13,18216.345439,2616.35,2616.35,1309.3333333333333,1283.0,50.04427287378728,2219.93,0.0,0,0,3
"Sedentary: 10-14:1.0M+1.0F, 15-17:1.0F, 30-49:1.0M+1.0F",True,1103.0000000000007,23079.861866,4915.56,4915.56,2238.0,2463.0,45.52889192686082,4756.99,0.0,0,0,3
"Sedentary: 0-4:1.0F, 5-9:1.0M+1.0F, 10-14:1.0M, 30-49:1.0M+1.0F",True,1273.5000000000007,24670.542797,5153.41,5153.41,1909.3333333333333,2329.0,37.049901586198914,3488.46,0.0,0,0,3
"Sedentary: 15-17:1.0M, 18-29:1.0F, 30-49:1.0F, 50+:1.0M",True,489.00000000000057,19156.495084,4202.01,4202.01,1233.0,739.0,29.343100087815117,5708.39,0.0,0,0,3
"Sedentary: 10-14:1.0M+1.0F, 15-17:1.0F, 18-29:1.0F, 30-49:1.0M+1.0F",True,1309.0000000000007,27531.492331999998,5866.96,5866.96,2283.0,2694.0,38.91282708591844,5866.96,0.0,0,0,3
"Sedentary: 18-29:1.0M+1.0F, 30-49:1.0M, 50+:1.0F",True,330.0000000000001,19966.434197000002,4202.01,4202.01,1961.6666666666667,1088.0,46.684007574153,5311.98,0.0,0,0,3
"Sedentary: 0-4:1.0F, 5-9:1.0F, 18-29:1.0M+1.0F",True,1424.0000000000002,15975.274162999998,3409.18,3409.18,2365.0,2047.0,69.37152042426624,3250.61,0.0,0,0,3
"Sedentary: 0-4:2.0M, 5-9:2.0M, 30-49:1.0M+1.0F",True,-12.999999999999432,23935.658919,4756.99,4756.99,284.0,369.0,5.9701618039979065,2537.06,0.0,0,0,3
"Sedentary: 18-29:2.0F, 30-49:1.0M, 50+:1.0M+1.0F",True,536.0000000000006,24471.117395,5074.13,5074.13,1940.3333333333333,1748.0,38.23972451106561,4915.56,0.0,0,0,3
"Sedentary: 18-29:1.0F, 30-49:1.0F, 50+:1.0F",True,206.00000000000057,17960.878586,2695.63,2695.63,943.3333333333334,492.0,34.994911517282915,2061.36,0.0,0,0,3
"Sedentary: 0-4:2.0M, 5-9:2.0F, 30-49:1.0M+1.0F",True,2808.0000000000005,21185.717757000002,4598.43,4598.43,1330.3333333333333,1051.0,28.930163845776352,2537.06,0.0,0,0,3
"Sedentary: 15-17:1.0F, 18-29:2.0F, 50+:1.0M+1.0F",True,1391.0000000000007,24385.200803,4836.28,4836.28,1880.6666666666667,1572.0,38.88663738796485,3488.46,0.0,0,0,3
"Sedentary: 0-4:2.0F, 5-9:1.0M, 18-29:1.0F, 30-49:1.0M",True,13.500000000000568,20649.354749000002,4043.44,4043.44,2445.6666666666665,2688.0,60.484801719987594,3805.59,0.0,0,0,3
"Sedentary: 10-14:1.0M+1.0F, 15-17:1.0M, 30-49:1.0M+1.0F",True,407.00000000000057,21304.787972000002,5232.69,5232.69,2479.3333333333335,2293.0,47.38162079797071,4281.29,0.0,0,0,3
"Sedentary: 0-4:1.0F, 5-9:1.0M, 10-14:1.0M+1.0F, 30-49:1.0M+1.0F",True,-68.49999999999943,25256.686324,5311.98,5311.98,1478.3333333333333,1141.0,27.830175063410127,2537.06,0.0,0,0,3
"Sedentary: 0-4:1.0M, 5-9:1.0M+1.0F, 10-14:1.0M+1.0F, 30-49:1.0M+1.0F",True,1397.5000000000007,26741.831664,6025.52,6025.52,1536.0,1090.0,25.49157583079966,4915.56,0.0,0,0,3
"Sedentary: 10-14:1.0F, 15-17:1.0M, 18-29:1.0F, 30-49:1.0F, 50+:1.0M",True,489.00000000000057,22055.061196,5074.13,5074.13,2097.3333333333335,2453.0,41.33385099186133,3964.16,0.0,0,0,3
"Sedentary: 10-14:1.0M, 15-17:1.0M, 50+:1.0M+1.0F",True,283.00000000000057,16767.762938,4281.29,4281.29,2442.0,2922.0,57.038883140361904,4281.29,0.0,0,0,3
"Sedentary: 10-14:1.0F, 18-29:2.0M, 30-49:1.0F, 50+:1.0M",True,-3.481657999999999e-13,22279.477482,5232.69,5232.69,974.0,761.0,18.6137531556427,2457.78,0.0,0,0,3
"Sedentary: 10-14:1.0F, 18-29:1.0F, 50+:1.0M+1.0F",True,206.00000000000057,18715.970749,3805.59,3805.59,1040.0,678.0,27.328219802974047,1268.53,0.0,0,0,3
"Sedentary: 15-17:1.0M, 18-29:1.0M+1.0F, 50+:1.0F",True,489.0000000000001,18105.443711,4281.29,4281.29,1938.0,1337.0,45.2667303546361,2378.5,0.0,0,0,3
"Sedentary: 5-9:1.0M+1.0F, 10-14:1.0F, 30-49:1.0F",True,1273.5000000000007,17700.532664,3250.61,3250.61,1445.3333333333333,1353.0,44.46344942436445,2537.06,0.0,0,0,3
"Sedentary: 5-9:1.0F, 15-17:1.0F, 30-49:1.0M+1.0F",True,2445.0000000000005,19432.821378,3726.31,3726.31,2337.0,2541.0,62.71619913533765,3329.89,0.0,0,0,3
"Sedentary: 5-9:1.0M, 30-49:1.0F, 50+:1.0M+1.0F",True,-68.49999999999943,20758.263297,3647.03,3647.03,1366.3333333333333,1331.0,37.46427458324536,2933.48,0.0,0,0,3
"Sedentary: 10-14:1.0M, 18-29:2.0M, 50+:1.0M+1.0F",True,-3.481657999999999e-13,21443.809690000002,5391.26,5391.26,1063.0,1290.0,19.71709767290021,2537.06,0.0,0,0,3
"Sedentary: 10-14:1.0M, 18-29:2.0F, 30-49:1.0M+1.0F",True,536.0000000000006,24968.390986,4994.84,4994.84,1139.0,304.0,22.803533246310188,2933.48,0.0,0,0,3
"Sedentary: 5-9:1.0M, 10-14:1.0F, 30-49:1.0F, 50+:1.0M",True,-68.49999999999943,18949.73209,3647.03,3647.03,841.6666666666666,1132.0,23.07813938099403,1427.1,0.0,0,0,3
"Sedentary: 5-9:1.0M, 15-17:1.0M, 18-29:1.0M, 30-49:1.0M+1.0F",True,338.5000000000001,22541.287344,5311.98,5311.98,633.6666666666666,673.0,11.929010776898007,1347.81,0.0,0,0,3
"Sedentary: 5-9:1.0F, 15-17:1.0M, 18-29:1.0F, 30-49:1.0M+1.0F",True,1955.0000000000007,22109.37795,4994.84,4994.84,1974.3333333333333,2276.0,39.52745900435916,4439.86,0.0,0,0,3
"Sedentary: 10-14:1.0F, 18-29:2.0F, 30-49:1.0M+1.0F",True,536.0000000000006,24806.060137,4836.28,4836.28,1445.0,1398.0,29.87833624190494,4043.44,0.0,0,0,3
"Sedentary: 5-9:2.0F, 10-14:1.0F, 30-49:1.0M+1.0F",True,2808.0000000000005,20527.644375,4360.58,4360.58,1257.6666666666667,1432.0,28.841729005468693,4519.14,0.0,0,0,3
"Sedentary: 10-14:1.0M, 15-17:1.0F, 50+:1.0F",True,979.0000000000006,14981.214821000001,2854.1999999999994,2854.2,520.3333333333334,426.0,18.2304440240114,3250.61,0.0,0,0,3
"Sedentary: 5-9:1.0M, 10-14:1.0F, 15-17:1.0M, 30-49:1.0M+1.0F",True,338.50000000000057,21931.284177,4994.84,4994.84,2796.0,3118.0,55.9777690576675,1506.38,0.0,0,0,3
"Sedentary: 5-9:1.0M+1.0F, 10-14:1.0M, 15-17:1.0F, 30-49:1.0M+1.0F",True,2376.5000000000005,26181.111505,5549.82,5549.82,1437.0,1054.0,25.89273165616182,1506.38,0.0,0,0,3
"Sedentary: 0-4:1.0M, 18-29:1.0F",True,206.00000000000057,9327.005054000001,1506.38,1506.38,199.5,199.5,13.243670255845139,3171.33,0.0,0,0,2
"Sedentary: 0-4:1.0F, 18-29:1.0F",True,82.00000000000057,10154.282298999999,1506.38,1506.38,1215.5,1215.5,80.69013130816924,2457.78,0.0,0,0,2
"Sedentary: 0-4:1.0M, 5-9:1.0M, 30-49:1.0F",True,-68.49999999999943,14267.863714,2219.93,2219.93,2191.5,2191.5,98.71932898785099,4994.84,0.0,0,0,2
"Sedentary: 10-14:1.0F, 15-17:1.0F, 30-49:1.0M, 50+:1.0F",True,1103.0000000000007,19020.966264,3884.88,3884.88,1027.5,1027.5,26.44869339593501,2616.35,0.0,0,0,2
"Sedentary: 5-9:1.0M, 10-14:1.0F, 30-49:1.0F",True,-68.49999999999943,15388.110078999998,2537.06,2537.06,146.5,146.5,5.774400290099564,2457.78,0.0,0,0,2
Sedentary: 18-29:1.0M+2.0F,True,412.0000000000001,15508.885051999998,3092.05,3092.05,2532.0,2532.0,81.88742096667258,3964.16,0.0,0,0,2
"Sedentary: 10-14:1.0M+1.0F, 30-49:1.0F",True,5.684342e-13,14761.613873999999,2774.91,2774.91,433.5,433.5,15.622128285241685,2457.78,0.0,0,0,2
"Sedentary: 0-4:1.0F, 5-9:1.0F, 30-49:1.0F",True,1218.0000000000007,13720.170377999999,2140.65,2140.65,999.0,999.0,46.66806811015346,1506.38,0.0,0,0,2
"Sedentary: 0-4:1.0F, 5-9:2.0F, 18-29:1.0F, 30-49:1.0M",True,2890.0000000000005,18981.209761,4122.73,4122.73,1315.0,1315.0,31.896340531638025,5629.11,0.0,0,0,2
"Sedentary: 0-4:1.0M+1.0F, 5-9:1.0F, 18-29:1.0M+1.0F",True,1424.0000000000002,17753.59391,3964.16,3964.16,126.5,126.5,3.191092185986438,2457.78,0.0,0,0,2
"Sedentary: 30-49:1.0M+1.0F, 50+:1.0M+2.0F",True,124.00000000000057,25980.049742000003,4915.56,4915.56,1907.0,1907.0,38.795172879590524,2537.06,0.0,0,0,2
"Sedentary: 15-17:1.0M, 18-29:1.0M, 30-49:1.0F",True,283.0000000000001,14651.811886,3329.89,3329.89,2657.5,2657.5,79.80744108664251,3329.89,0.0,0,0,2
"Sedentary: 18-29:3.0M, 50+:1.0F",True,-8.064657999999999e-13,18329.859997,4439.86,4439.86,2314.5,2314.5,52.13002211781452,2854.2,0.0,0,0,2
"Sedentary: 0-4:1.0F, 18-29:1.0M+1.0F, 50+:1.0F",True,82.00000000000011,18369.948897,3567.74,3567.74,1588.5,1588.5,44.52398437105843,2299.21,0.0,0,0,2
"Sedentary: 5-9:1.0F, 10-14:1.0F, 30-49:1.0F, 50+:1.0M",True,1342.0000000000007,17574.761509,3567.74,3567.74,2671.0,2671.0,74.86532090342907,4043.44,0.0,0,0,2
"Sedentary: 0-4:1.0M+1.0F, 5-9:1.0F, 18-29:1.0F, 30-49:1.0M",True,1548.0000000000007,18447.106923,3964.16,3964.16,2861.0,2861.0,72.1716580561834,2299.21,0.0,0,0,2
"Sedentary: 0-4:1.0F, 10-14:1.0F, 15-17:1.0M, 18-29:1.0F, 30-49:1.0M+1.0F",True,489.00000000000057,25301.118469,5708.39,5708.39,1228.0,1228.0,21.512195207405238,2457.78,0.0,0,0,2
"Sedentary: 10-14:2.0M, 15-17:1.0F, 18-29:1.0F, 50+:1.0M+1.0F",True,1185.0000000000007,26055.364259,5946.24,5946.24,1587.0,1587.0,26.689134646432034,2140.65,0.0,0,0,2
"Sedentary: 0-4:1.0M+2.0F, 5-9:1.0F, 30-49:1.0M+1.0F",True,1218.0000000000007,22306.169409,4439.86,4439.86,2081.5,2081.5,46.88210889532553,2299.21,0.0,0,0,2
"Sedentary: 0-4:2.0M, 5-9:1.0M+1.0F, 18-29:1.0M+1.0F",True,1479.5000000000002,20613.709831,4756.99,4756.99,2008.0,2008.0,42.21156655784435,8324.74,0.0,0,0,2
"Sedentary: 15-17:1.0F, 18-29:1.0M, 30-49:1.0F",True,979.0000000000001,16426.88578,3012.76,3012.76,3188.0,3188.0,105.81659342264236,5629.11,0.0,0,0,2
"Sedentary: 5-9:1.0M+1.0F, 10-14:1.0M+1.0F, 30-49:1.0M+1.0F",True,1397.5000000000007,24963.511917,5470.54,5470.54,2462.5,2462.5,45.01383775641893,4043.44,0.0,0,0,2
"Sedentary: 0-4:2.0F, 5-9:2.0M+1.0F, 30-49:1.0M+1.0F",True,1081.0000000000007,27902.635994,5470.54,5470.54,988.0,988.0,18.06037429577336,3964.16,0.0,0,0,2
"Sedentary: 0-4:1.0M, 5-9:2.0F, 10-14:2.0F, 30-49:1.0M+1.0F",True,2808.0000000000005,25204.530234,5787.67,5787.67,890.0,890.0,15.37751806858373,4202.01,0.0,0,0,2
"Sedentary: 10-14:1.0F, 30-49:1.0F, 50+:1.0M",True,5.684342e-13,15262.338924,2854.2,2854.2,1138.0,1138.0,39.87106719921519,1506.38,0.0,0,0,2
"Sedentary: 10-14:1.0M, 30-49:1.0M",True,124.00000000000057,10360.034093999999,2219.93,2219.93,3071.5,3071.5,138.36021856545025,4915.56,0.0,0,0,2
"Sedentary: 10-14:1.0F, 15-17:1.0F, 18-29:2.0M, 30-49:1.0M+1.0F",True,1102.9999999999998,27036.103463,6263.37,6263.37,2367.5,2367.5,37.79914007954185,3726.31,0.0,0,0,2
"Sedentary: 10-14:2.0F, 30-49:1.0M+1.0F",True,124.00000000000057,18801.365317,3805.59,3805.59,1893.0,1893.0,49.74261546829795,3964.16,0.0,0,0,2
"Sedentary: 0-4:1.0F, 5-9:1.0F, 10-14:1.0M+1.0F, 30-49:1.0M+1.0F",True,1342.0000000000007,23881.715743,5232.69,5232.69,1925.5,1925.5,36.79751714701234,2537.06,0.0,0,0,2
"Sedentary: 15-17:1.0M, 18-29:1.0F, 30-49:1.0F",True,489.00000000000057,15594.873072999999,3092.05,3092.05,390.0,390.0,12.612991381122555,4281.29,0.0,0,0,2
"Sedentary: 18-29:1.0F, 30-49:1.0F, 50+:1.0M+1.0F",True,206.00000000000057,21522.500597000002,3805.59,3805.59,2703.5,2703.5,71.04023292051956,4043.44,0.0,0,0,2
"Sedentary: 0-4:1.0M+2.0F, 30-49:1.0M+1.0F",True,-123.99999999999943,19993.746824,3726.31,3726.31,3057.5,3057.5,82.05168115374191,3250.61,0.0,0,0,2
"Sedentary: 10-14:1.0M, 18-29:2.0F, 30-49:1.0F, 50+:1.0M",True,412.00000000000057,24327.930705,4915.56,4915.56,2051.0,2051.0,41.72464581858425,4202.01,0.0,0,0,2
"Sedentary: 0-4:1.0F, 5-9:1.0M+1.0F, 18-29:1.0F, 30-49:1.0M",True,1479.5000000000007,20356.180342,4202.01,4202.01,1751.5,1751.5,41.68243293090688,2616.35,0.0,0,0,2
"Sedentary: 5-9:2.0F, 10-14:1.0M+1.0F, 30-49:1.0M+1.0F",True,2808.0000000000005,23588.541336,5391.26,5391.26,1245.5,1245.5,23.102206163308765,2616.35,0.0,0,0,2
Sedentary: 18-29:2.0M+2.0F,True,411.99999999999966,19017.454331,4281.29,4281.29,2356.0,2356.0,55.030142784067415,5787.67,0.0,0,0,2
"Sedentary: 0-4:2.0F, 5-9:1.0F, 10-14:1.0M, 30-49:1.0M+1.0F",True,1218.0000000000007,23588.746623,4915.56,4915.56,2152.0,2152.0,43.77934558829513,3964.16,0.0,0,0,2
"Sedentary: 5-9:1.0M+1.0F, 18-29:1.0F, 30-49:1.0M",True,1603.5000000000007,17750.58335,3647.03,3647.03,1638.0,1638.0,44.91325818542759,1585.66,0.0,0,0,2
"Sedentary: 0-4:1.0F, 5-9:1.0F, 18-29:1.0F, 30-49:1.0M",True,1548.0000000000007,16668.787175999998,3409.18,3409.18,1840.0,1840.0,53.97192286708241,6501.22,0.0,0,0,2
"Sedentary: 0-4:1.0F, 5-9:1.0M+1.0F, 10-14:1.0F, 30-49:1.0M+1.0F",True,1273.5000000000007,24508.211948,4994.84,4994.84,1233.0,1233.0,24.685475410623763,1506.38,0.0,0,0,2
"Sedentary: 0-4:1.0M+1.0F, 5-9:2.0F, 10-14:1.0F, 30-49:1.0M+1.0F",True,2684.0000000000005,24911.561114,5470.54,5470.54,1820.5,1820.5,33.27825041037996,4281.29,0.0,0,0,2
"Sedentary: 0-4:1.0M, 5-9:1.0M+1.0F, 10-14:1.0M, 30-49:1.0M+1.0F",True,1397.5000000000007,23843.265552,5153.41,5153.41,2252.5,2252.5,43.70892282973798,4994.84,0.0,0,0,2
Sedentary: 50+:2.0M+2.0F,True,5.684342e-13,19634.493501,3964.16,3964.16,549.0,549.0,13.849087826929285,2140.65,0.0,0,0,2
"Sedentary: 0-4:1.0M, 10-14:1.0M, 30-49:1.0M+1.0F",True,124.00000000000057,17843.449801,3647.03,3647.03,1439.5,1439.5,39.47047323438524,3488.46,0.0,0,0,2
"Sedentary: 18-29:3.0M, 30-49:1.0M, 50+:1.0M+1.0F",True,123.99999999999919,26093.564300000002,6739.07,6739.07,1572.0,1572.0,23.326660800377503,4202.01,0.0,0,0,2
"Sedentary: 10-14:1.0M, 18-29:2.0F, 30-49:1.0F",True,412.00000000000057,20766.308694,3805.59,3805.59,1166.0,1166.0,30.639138740642053,1506.38,0.0,0,0,2
"Sedentary: 0-4:1.0M, 5-9:1.0M+1.0F, 18-29:1.0M+1.0F",True,1479.5000000000002,18835.390084,4202.01,4202.01,1614.5,1614.5,38.4220884767052,4756.99,0.0,0,0,2
"Sedentary: 15-17:1.0F, 18-29:2.0F, 30-49:1.0F, 50+:1.0M",True,1391.0000000000007,25383.199443999998,4836.28,4836.28,2026.0,2026.0,41.891701886573976,2616.35,0.0,0,0,2
"Sedentary: 30-49:1.0M+2.0F, 50+:1.0M+1.0F",True,124.00000000000057,26978.048383,4915.56,4915.56,1814.0,1814.0,36.90322160649041,3964.16,0.0,0,0,2
"Sedentary: 0-4:2.0M, 5-9:1.0M+2.0F, 30-49:1.0M+1.0F",True,2739.5000000000005,24873.110923,5391.26,5391.26,1670.5,1670.5,30.98533552453415,2933.48,0.0,0,0,2
"Sedentary: 30-49:2.0F, 50+:1.0M+1.0F",True,5.684342e-13,22775.966091000002,3726.31,3726.31,1585.5,1585.5,42.54879492044409,2140.65,0.0,0,0,2
